review_number,block,block_chronology,block_position
64415,DfsGarbageCollector_1,ini/mei/final,arquivo diferente
64605,LsRemoteCommand_2,ini/mei/final,mesmo arquivo
64605,FetchCommand_2,mei/final,mesmo arquivo
64898,RefTreeNames_105,unique/ini/mei/final,arquivo diferente
64898,Command_101,unique/ini/mei/final,arquivo diferente
64898,TransferConfig_139,unique/ini/mei/final,arquivo diferente
64898,TransferConfig_137,unique/ini/mei/final,arquivo diferente
64898,CorruptObjectException_89,unique/ini/mei/final,arquivo diferente
64898,RefDirectoryRename_100,unique/ini/mei/final,arquivo diferente
64898,DirCacheEntry_88,unique/ini/mei/final,arquivo diferente
64898,TransferConfig_138,unique/ini/mei/final,arquivo diferente
64901,MergeCommand_0,unique/ini/mei/final,arquivo diferente
67873,BaseRepositoryBuilder_1,mei/final,mesmo arquivo
68708,FileRepository_1,unique/ini/mei/final,arquivo diferente
68709,FileRepository_1,unique/ini/mei/final,arquivo diferente
70796,ApplyCommand_1,unique/ini/mei/final,mesmo arquivo
70797,ApplyCommand_1,unique/ini,mesmo arquivo
70797,ApplyCommand_1_rev_1,unique/final,mesmo arquivo
70819,ApplyCommand_1,unique/ini/mei/final,mesmo arquivo
71402,DirCacheCheckout_1,unique/ini/mei/final,arquivo diferente
71402,DirCacheCheckout_0,unique/ini/mei/final,mesmo arquivo
71405,DirCacheCheckout_3,unique/ini/mei/final,mesmo arquivo
71405,DirCacheCheckout_4,unique/ini/mei/final,arquivo diferente
71983,DirCacheCheckout_1,unique/ini,mesmo arquivo
71983,DirCacheCheckout_1_rev_1,mei,mesmo arquivo
71983,DirCacheCheckout_1_rev_4,unique/mei,mesmo arquivo
71983,DirCacheCheckout_1_rev_5,unique/mei,mesmo arquivo
72112,ApplyCommand_2,ini/mei/final,mesmo arquivo
73491,ApplyCommand_5,unique/ini/mei/final,mesmo arquivo
74775,RepositoryCache_1,unique/ini,mesmo arquivo
74775,RepositoryCache_2,unique/final,mesmo arquivo
74775,RepositoryCache_1_rev_1,unique/final,mesmo arquivo
75443,DirCacheCheckout_2,mei/final,mesmo arquivo
76175,DirCacheCheckout_9,unique/ini/mei/final,mesmo arquivo
77362,ResetCommand_2,ini/mei/final,mesmo arquivo
77738,RefSpec_1,unique/mei,mesmo arquivo
77738,RefSpec_2,unique/mei,mesmo arquivo
77738,RefSpec_1_rev_2,unique/mei,mesmo arquivo
77738,RefSpec_2_rev_2,mei,mesmo arquivo
77738,RefSpec_1_rev_3,unique/mei,mesmo arquivo
77738,RefSpec_1_rev_4,mei,mesmo arquivo
77738,RefSpec_2_rev_4,mei,mesmo arquivo
77738,RefSpec_1_rev_7,mei/final,mesmo arquivo
77738,RefSpec_2_rev_7,mei/final,mesmo arquivo
77757,FileLfsServlet_3,ini/mei/final,arquivo diferente
78359,Base85_2,unique/ini/mei/final,mesmo arquivo
78359,Base85_1,unique/ini/mei/final,mesmo arquivo
78588,LfsProtocolServlet_0,ini/mei/final,mesmo arquivo
79327,Tag_1,ini/mei/final,mesmo arquivo
79417,RefDirectory_0,unique/mei,arquivo diferente
80554,BaseReceivePack_0,unique/ini/mei/final,mesmo arquivo
82303,WalkFetchConnection_0,ini/mei/final,arquivo diferente
83556,ManifestParser_1,ini/mei/final,mesmo arquivo
83556,RepoCommand_3,ini/mei/final,mesmo arquivo
83556,ManifestParser_0,ini/mei/final,mesmo arquivo
85097,ManifestParser_2,mei,mesmo arquivo
85097,ManifestParser_1,unique/mei,mesmo arquivo
85097,ManifestParser_1_rev_3,mei/final,mesmo arquivo
85106,MockSystemReader_0,unique/mei,arquivo diferente
87384,PackWriter_0,unique/ini/mei/final,mesmo arquivo
89823,GC_0,unique/ini/mei/final,mesmo arquivo
90222,GC_0,unique/ini/mei/final,mesmo arquivo
90688,DfsObjectRepresentation_0,unique/ini/mei/final,arquivo diferente
91432,TreeWalk_1,ini/mei/final,mesmo arquivo
92670,FetchCommand_1,ini/mei/final,mesmo arquivo
92833,RevCommit_6,mei/final,mesmo arquivo
93047,PullCommand_1,ini/mei/final,mesmo arquivo
93663,DiffAlgorithm_2,ini/mei,mesmo arquivo
93776,Fetch_1,unique/final,arquivo diferente
94109,PackWriterBitmapWalker_0,apa/des/apa,mesmo arquivo
94264,TarFormat_0,unique/ini/mei/final,arquivo diferente
98396,Fetch_1,ini/mei/final,arquivo diferente
98740,PackParser_0,unique/mei,mesmo arquivo
98740,PackParser_1,unique/mei,mesmo arquivo
98740,PackParser_0_rev_2,unique/mei,mesmo arquivo
98740,PackParser_0_rev_3,unique/final,mesmo arquivo
98740,PackParser_1_rev_2,unique/final,mesmo arquivo
99074,Fetch_1,unique/ini/mei/final,arquivo diferente
99262,PullCommand_0,mei/final,arquivo diferente
99707,PackParser_7,mei/final,mesmo arquivo
99874,MergeAlgorithm_3,unique/ini,mesmo arquivo
99874,MergeAlgorithm_3_rev_1,unique/mei,mesmo arquivo
100932,BatchRefUpdate_1,mei,arquivo diferente
101584,PackedBatchRefUpdate_1,unique/final,mesmo arquivo
101772,IntList_1,ini/mei/final,arquivo diferente
102031,PackedBatchRefUpdate_2,ini/mei/final,mesmo arquivo
102162,RefDirectory_4,ini/mei/final,mesmo arquivo
102162,RefDirectory_1,ini/mei/final,mesmo arquivo
102162,RefDirectory_2,ini/mei/final,mesmo arquivo
102393,NB_1,ini/mei/final,mesmo arquivo
102608,DfsPackCompactor_3,ini/mei/final,mesmo arquivo
103054,RemoteConfig_1,ini/mei/final,mesmo arquivo
103721,UploadPack_0,unique/final,mesmo arquivo
104222,TransportHttp_3,ini/mei/final,mesmo arquivo
104222,TransportHttp_6,ini/mei/final,mesmo arquivo
104222,TransportHttp_5,ini/mei/final,mesmo arquivo
104222,TransportHttp_7,ini/mei/final,mesmo arquivo
104245,WindowCache_0_rev_1,unique/final,mesmo arquivo
106246,UploadPack_0,mei/final,mesmo arquivo
110172,DirCacheCheckout_2,ini/mei,mesmo arquivo
110345,OpenSshConfig_0,unique/ini/mei/final,mesmo arquivo
110345,OpenSshConfig_1,unique/ini/mei/final,mesmo arquivo
110496,OpenSshConfig_0,unique/ini/mei/final,mesmo arquivo
110496,OpenSshConfig_1,unique/ini/mei/final,mesmo arquivo
110964,Repository_11,unique/ini,mesmo arquivo
111376,SmudgeFilter_3,mei,mesmo arquivo
111376,SmudgeFilter_3_rev_27,mei,mesmo arquivo
111671,TransportHttp_0,apa/des/apa,mesmo arquivo
111847,Config_0,ini/mei/final,mesmo arquivo
112067,DirCache_0,ini/mei/final,mesmo arquivo
112855,DirCacheCheckout_1,ini/mei,arquivo diferente
112855,DirCacheCheckout_2,ini/mei/final,arquivo diferente
112855,CheckoutCommand_0,ini/mei/final,arquivo diferente
112855,CherryPickCommand_1,unique/final,arquivo diferente
112855,ResetCommand_2,unique/final,arquivo diferente
112855,RevertCommand_3,unique/final,arquivo diferente
112855,DirCacheCheckout_4,unique/final,arquivo diferente
112863,Protocol_0,mei,arquivo diferente
113665,Config_5,unique/ini,mesmo arquivo
113665,Config_5_rev_1,unique/final,mesmo arquivo
114500,PackInserter_1,unique/ini/mei/final,mesmo arquivo
114509,PackInserter_1,unique/ini/mei/final,mesmo arquivo
114857,WalkFetchConnection_5,ini/mei/final,mesmo arquivo
114916,FetchCommand_0,unique/ini/mei/final,mesmo arquivo
114916,FetchCommand_1,unique/ini/mei/final,mesmo arquivo
115690,DescribeCommand_5,mei,mesmo arquivo
117317,RepoCommand_9,mei,mesmo arquivo
117317,RepoCommand_0,mei,mesmo arquivo
117317,RepoCommand_2,mei,mesmo arquivo
117317,RepoCommand_1,mei,mesmo arquivo
117317,RepoCommand_7,mei/final,mesmo arquivo
117317,RepoCommand_3,mei,mesmo arquivo
117317,RepoCommand_4,mei,mesmo arquivo
117317,RepoCommand_5_rev_4,mei,mesmo arquivo
117317,RepoCommand_0_rev_4,mei/final,mesmo arquivo
117317,RepoCommand_2_rev_4,mei,mesmo arquivo
117317,RepoCommand_1_rev_4,mei,mesmo arquivo
117317,RepoCommand_3_rev_4,unique/mei,mesmo arquivo
117317,RepoCommand_8_rev_4,unique/mei,mesmo arquivo
117317,RepoCommand_4_rev_4,unique/mei,mesmo arquivo
117317,RepoCommand_6,mei/final,mesmo arquivo
117317,RepoCommand_2_rev_6,unique/final,mesmo arquivo
117317,RepoCommand_3_rev_6,unique/final,mesmo arquivo
117386,RepoCommand_2,ini/mei/final,mesmo arquivo
117386,RepoCommand_1,ini/mei/final,mesmo arquivo
118232,RefDirectory_0,ini/mei/final,mesmo arquivo
118502,SmudgeFilter_2,ini/mei/final,mesmo arquivo
118626,TransportHttp_0,unique/ini/mei/final,mesmo arquivo
118659,AmazonS3Client_0,unique/ini/mei/final,mesmo arquivo
118713,RewriteGenerator_0,ini/mei/final,mesmo arquivo
118833,InfoRefsServlet_0,unique/ini/mei/final,mesmo arquivo
119286,WalkFetchConnection_30,mei/final,mesmo arquivo
119294,PackBitmapIndex_0,mei,ambos
119294,PackIndex_1,mei,ambos
119294,PackBitmapIndex_0_rev_5,unique/final,ambos
119315,PackParser_1,ini/mei/final,mesmo arquivo
119374,ShowPackDelta_0,ini/mei/final,mesmo arquivo
119456,ObjectIdSerializer_0,unique/ini,mesmo arquivo
119456,ObjectIdSerializer_0_rev_1,mei/final,mesmo arquivo
119461,ObjectIdSerializer_0,ini/mei/final,mesmo arquivo
119970,AbstractTreeIteratorHandler_0,ini/mei/final,mesmo arquivo
120007,UploadPack_1,unique/ini,mesmo arquivo
120007,UploadPack_1_rev_1,mei,mesmo arquivo
120973,FileBasedConfig_1,ini/mei/final,mesmo arquivo
120973,FileBasedConfig_2,mei/final,mesmo arquivo
121696,TransferConfig_0,unique/ini/mei/final,mesmo arquivo
121824,LargePackedWholeObject_0,ini/mei/final,mesmo arquivo
122145,UploadPack_0,ini/mei/final,mesmo arquivo
122148,UploadPack_2,ini/mei,mesmo arquivo
122148,UploadPack_2_rev_2,mei/final,mesmo arquivo
122394,FileBasedConfig_2,ini/mei/final,mesmo arquivo
122394,FileBasedConfig_1,unique/ini,mesmo arquivo
122394,FileBasedConfig_1_rev_1,mei/final,mesmo arquivo
122395,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122395,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122398,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122398,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122399,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122399,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122400,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122400,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122401,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122401,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122403,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122403,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122411,FileBasedConfig_2,unique/ini/mei/final,mesmo arquivo
122411,FileBasedConfig_1,unique/ini/mei/final,mesmo arquivo
122726,UploadPack_0,ini/mei/final,arquivo diferente
122977,UploadPack_3,mei/final,mesmo arquivo
123104,UploadPack_4,unique/ini/mei/final,arquivo diferente
123958,UploadPack_0,ini/mei/final,mesmo arquivo
123961,UploadPack_2,ini/mei/final,mesmo arquivo
123962,UploadPack_15,ini/mei/final,mesmo arquivo
124955,PackWriterBitmapPreparer_5,unique/ini,mesmo arquivo
124955,PackWriterBitmapPreparer_0,ini/mei/final,mesmo arquivo
124955,PackWriterBitmapPreparer_2,ini/mei/final,mesmo arquivo
124955,PackWriterBitmapPreparer_4,ini/mei/final,mesmo arquivo
124955,PackWriterBitmapPreparer_3,ini/mei/final,mesmo arquivo
124955,PackWriterBitmapPreparer_5_rev_1,mei/final,mesmo arquivo
125898,MergedReftable_1,ini/mei/final,mesmo arquivo
125898,DfsReftableDatabase_0,mei/final,mesmo arquivo
126297,HttpClientConnection_0,mei/final,mesmo arquivo
126454,BaseRepositoryBuilder_1,ini/mei/final,mesmo arquivo
126730,FileBasedConfig_0,ini/mei,ambos
127368,UploadPack_0,unique/ini/mei/final,mesmo arquivo
127722,ProtocolV2Parser_6,mei,mesmo arquivo
127722,ProtocolV2Parser_7_rev_12,mei/final,ambos
127722,ProtocolV2Parser_9,mei/final,mesmo arquivo
128399,ProtocolV2Parser_1,ini/mei,arquivo diferente
128399,ProtocolV2Parser_1_rev_3,mei,arquivo diferente
128399,ProtocolV2Parser_1_rev_9,unique/final,arquivo diferente
130190,TextBuiltin_1,ini/mei,mesmo arquivo
131681,RepoCommand_3,unique/mei,mesmo arquivo
131880,SshSessionFactory_2,ini/mei/final,arquivo diferente
132161,RevWalk_0,unique/ini,mesmo arquivo
132255,ReceivePack_1,ini/mei/final,mesmo arquivo
132255,ReceivePack_0,unique/ini,mesmo arquivo
132581,JGitSshConfig_5,ini/mei/final,mesmo arquivo
132970,HttpSupport_7,mei/final,arquivo diferente
133888,FileBasedConfig_2,ini/mei/final,mesmo arquivo
133888,FileBasedConfig_4,unique/ini,mesmo arquivo
133888,FileBasedConfig_4_rev_1,unique/final,mesmo arquivo
134172,UploadPack_0,unique/ini,arquivo diferente
134175,UploadPack_0,unique/ini,arquivo diferente
134218,DfsPackFile_3,ini/mei,mesmo arquivo
134218,DfsPackFile_2,ini/mei,arquivo diferente
134218,DfsPackFile_1,mei/final,mesmo arquivo
134218,DfsPackFile_2_rev_5,mei/final,mesmo arquivo
134459,UploadPack_0,ini/mei/final,mesmo arquivo
134680,CachingKeyPairProvider_0,ini/mei/final,arquivo diferente
135199,Blame_0,unique/ini,mesmo arquivo
135199,Blame_2,unique/ini,mesmo arquivo
135199,Blame_1,unique/ini,mesmo arquivo
135200,Branch_1,unique/ini,mesmo arquivo
135200,Branch_3,unique/ini,mesmo arquivo
135200,Branch_2,unique/ini,mesmo arquivo
135200,Branch_0,unique/ini,mesmo arquivo
135200,Branch_1_rev_1,unique/mei,mesmo arquivo
135203,DfsPackFile_4,unique/ini,mesmo arquivo
135203,DfsPackFile_5,unique/ini,mesmo arquivo
135360,DfsPackFile_1,ini/mei/final,mesmo arquivo
135360,DfsPackFile_2,ini/mei/final,mesmo arquivo
135360,DfsPackFile_0,ini/mei/final,mesmo arquivo
135436,Merge_1,ini/mei/final,mesmo arquivo
135436,Merge_0,ini/mei/final,mesmo arquivo
135436,Merge_2,ini/mei/final,mesmo arquivo
135452,IO_0,unique/ini/mei/final,mesmo arquivo
135509,RevParse_0,unique/ini/mei/final,mesmo arquivo
135521,Version_0,unique/ini/mei/final,arquivo diferente
137415,DfsPackFile_3,ini/mei/final,mesmo arquivo
137415,DfsPackFile_2,ini/mei/final,mesmo arquivo
137415,DfsPackFile_0,ini/mei/final,mesmo arquivo
137967,PullCommand_1,ini/mei/final,arquivo diferente
138003,MergeTools_12,mei/final,arquivo diferente
138003,MergeTools_14,mei/final,arquivo diferente
138042,Merge_17,unique/ini/mei/final,mesmo arquivo
138042,UploadPack_23,unique/ini/mei/final,mesmo arquivo
138042,IO_140,unique/ini/mei/final,mesmo arquivo
138042,DfsPackFile_108,unique/ini/mei/final,mesmo arquivo
138042,Merge_18,unique/ini/mei/final,mesmo arquivo
138042,Merge_15,unique/ini/mei/final,mesmo arquivo
138042,RevParse_21,unique/ini/mei/final,mesmo arquivo
138042,CachingKeyPairProvider_26,unique/ini/mei/final,arquivo diferente
138042,RefDatabase_124,unique/ini/mei/final,arquivo diferente
138042,DfsPackFile_109,unique/ini/mei/final,mesmo arquivo
138043,DfsPackFile_7,unique/ini/mei/final,mesmo arquivo
138043,DfsPackFile_3,unique/ini/mei/final,mesmo arquivo
138043,DfsPackFile_6,unique/ini/mei/final,mesmo arquivo
138043,DfsPackFile_2,unique/ini/mei/final,mesmo arquivo
138043,DfsPackFile_10,unique/ini/mei/final,mesmo arquivo
138145,Merge_7,unique/ini/mei/final,mesmo arquivo
138145,RevParse_13,unique/ini/mei/final,mesmo arquivo
138145,Merge_9,unique/ini/mei/final,mesmo arquivo
138145,Merge_10,unique/ini/mei/final,mesmo arquivo
138145,DfsPackFile_71,unique/ini/mei/final,mesmo arquivo
138145,DfsPackFile_73,unique/ini/mei/final,mesmo arquivo
138145,UploadPack_15,unique/ini/mei/final,mesmo arquivo
138145,DfsPackFile_74,unique/ini/mei/final,mesmo arquivo
138145,IO_81,unique/ini/mei/final,mesmo arquivo
138145,CachingKeyPairProvider_17,unique/ini/mei/final,arquivo diferente
138159,Merge_7,unique/ini/mei/final,mesmo arquivo
138159,RevParse_13,unique/ini/mei/final,mesmo arquivo
138159,Merge_9,unique/ini/mei/final,mesmo arquivo
138159,DfsPackFile_70,unique/ini/mei/final,mesmo arquivo
138159,Merge_10,unique/ini/mei/final,mesmo arquivo
138159,DfsPackFile_72,unique/ini/mei/final,mesmo arquivo
138159,DfsPackFile_73,unique/ini/mei/final,mesmo arquivo
138159,UploadPack_15,unique/ini/mei/final,mesmo arquivo
138159,CachingKeyPairProvider_17,unique/ini/mei/final,arquivo diferente
138159,IO_80,unique/ini/mei/final,mesmo arquivo
138410,MergeTool_4,mei/final,arquivo diferente
138990,UploadPack_2,ini/mei,mesmo arquivo
139545,MergeTools_10,unique/mei,arquivo diferente
139545,DiffTools_5,unique/mei,arquivo diferente
139818,UploadPack_0,unique/ini,mesmo arquivo
139818,UploadPack_0_rev_1,mei/final,mesmo arquivo
139819,UploadPack_0,ini/mei,mesmo arquivo
139819,UploadPack_2_rev_6,mei/final,mesmo arquivo
140153,RebaseCommand_0,apa/des/apa,mesmo arquivo
140155,NameConflictTreeWalk_5,apa/des/apa,mesmo arquivo
140155,NameConflictTreeWalk_5,apa/des/apa,mesmo arquivo
140155,NameConflictTreeWalk_5,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_2,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_2,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_2,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_3,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_3,apa/des/apa,mesmo arquivo
140155,AbstractPlotRenderer_3,apa/des/apa,mesmo arquivo
140155,TreeWalk_7,apa/des/apa,arquivo diferente
140155,TreeWalk_7,apa/des/apa,arquivo diferente
140155,TreeWalk_7,apa/des/apa,arquivo diferente
140155,TreeWalk_6,apa/des/apa,arquivo diferente
140155,TreeWalk_6,apa/des/apa,arquivo diferente
140155,TreeWalk_6,apa/des/apa,arquivo diferente
140155,NameConflictTreeWalk_4,apa/des/apa,mesmo arquivo
140155,NameConflictTreeWalk_4,apa/des/apa,mesmo arquivo
140155,NameConflictTreeWalk_4,apa/des/apa,mesmo arquivo
140155,CombinedHunkHeader_0,apa/des/apa,arquivo diferente
140155,CombinedHunkHeader_0,apa/des/apa,arquivo diferente
140155,CombinedHunkHeader_0,apa/des/apa,arquivo diferente
140155,CombinedHunkHeader_1,unique/final,arquivo diferente
140156,ManifestParser_9,apa/des/apa,mesmo arquivo
140161,SubmoduleWalk_1,apa/des/apa,mesmo arquivo
140161,SubmoduleWalk_1,apa/des/apa,mesmo arquivo
140161,SubmoduleWalk_0,ini/mei,mesmo arquivo
140161,SubmoduleWalk_0_rev_4,unique/mei,mesmo arquivo
140161,SubmoduleWalk_0_rev_5,apa/des/apa,mesmo arquivo
140162,MockSystemReader_8,apa/des/apa,ambos
140162,PackBitmapIndexBuilder_38,apa/des/apa,mesmo arquivo
140162,Daemon_43,apa/des/apa,mesmo arquivo
140162,PackWriter_39,apa/des/apa,mesmo arquivo
140162,DirCacheTree_34,apa/des/apa,mesmo arquivo
140162,PackWriter_40,apa/des/apa,mesmo arquivo
140162,PushCertificateStore_44,apa/des/apa,mesmo arquivo
140162,PushCertificateStore_53,apa/des/apa,mesmo arquivo
140162,Daemon_52,apa/des/apa,mesmo arquivo
140162,PackBitmapIndexBuilder_45,apa/des/apa,mesmo arquivo
140162,DirCacheTree_41,apa/des/apa,mesmo arquivo
140162,MockSystemReader_6,apa/des/apa,ambos
140162,PackWriter_50,apa/des/apa,mesmo arquivo
140162,PackBitmapIndexBuilder_46,apa/des/apa,mesmo arquivo
140162,PushCertificateStore_55,apa/des/apa,mesmo arquivo
140162,TransportLocal_58,apa/des/apa,ambos
140162,PackBitmapIndexBuilder_20,mei/final,mesmo arquivo
140162,PackBitmapIndexBuilder_21,mei/final,mesmo arquivo
140162,MockSystemReader_0,mei/final,ambos
140162,PackWriter_26,mei,mesmo arquivo
140162,PackWriter_22,mei/final,mesmo arquivo
140164,AwtCredentialsProvider_10,apa/des/apa,mesmo arquivo
140164,CreateBranchCommand_12,apa/des/apa,mesmo arquivo
140164,CreateBranchCommand_11,apa/des/apa,mesmo arquivo
140164,ObjectChecker_2,mei,mesmo arquivo
140164,CreateBranchCommand_0,unique/mei,mesmo arquivo
140164,ObjectChecker_3,mei,mesmo arquivo
140275,MergeTool_4,apa/des/apa,mesmo arquivo
140275,MergeTool_4,apa/des/apa,mesmo arquivo
140275,DiffTool_2,apa/des/apa,ambos
140275,DiffTool_2,apa/des/apa,ambos
140275,DiffTool_1,mei,ambos
140275,MergeToolManager_22,mei,mesmo arquivo
140275,MergeToolManager_23,mei,ambos
140275,MergeTool_4_rev_8,apa/des/apa,ambos
140275,DiffToolManager_12,mei,ambos
140275,MergeToolManager_21,mei,mesmo arquivo
140275,MergeToolManager_24,mei,mesmo arquivo
140275,DiffToolManager_11,mei,ambos
140275,MergeToolManager_22_rev_10,mei,ambos
140275,MergeToolManager_19,mei,mesmo arquivo
140275,MergeToolManager_22_rev_12,unique/mei,mesmo arquivo
140275,MergeToolManager_23_rev_12,unique/mei,ambos
140275,MergeToolManager_24_rev_12,unique/mei,mesmo arquivo
140275,MergeToolManager_23_rev_13,mei,ambos
140275,DiffTool_4,mei,ambos
140275,DiffTool_6,mei,mesmo arquivo
140275,DiffTool_3,mei,ambos
140275,MergeTool_9,mei,ambos
140275,DiffTool_7,mei,mesmo arquivo
140275,DiffTool_6_rev_15,mei,mesmo arquivo
140275,MergeToolManager_21_rev_13,unique/mei,ambos
140275,DiffTool_2_rev_8,mei,ambos
140275,MergeTool_12,mei/final,mesmo arquivo
140275,DiffTool_9,mei/final,ambos
140463,DepthGenerator_0,unique/ini/mei/final,arquivo diferente
142609,PushCertificateStore_32,unique/ini/mei/final,mesmo arquivo
142609,MockSystemReader_0,unique/ini/mei/final,ambos
142609,PackBitmapIndexBuilder_25,unique/ini/mei/final,mesmo arquivo
142609,Daemon_31,unique/ini/mei/final,mesmo arquivo
142609,PackBitmapIndexBuilder_24,unique/ini/mei/final,mesmo arquivo
142609,PackWriter_26,unique/ini/mei/final,mesmo arquivo
142609,PushCertificateStore_34,unique/ini/mei/final,mesmo arquivo
142636,ObjectDirectory_0,ini/mei,mesmo arquivo
143175,ProtocolV2Parser_1,ini/mei/final,mesmo arquivo
143716,WorkingTreeIterator_1,unique/ini/mei/final,mesmo arquivo
143770,WorkingTreeIterator_30,ini/mei/final,mesmo arquivo
143770,PullCommand_11,ini/mei/final,arquivo diferente
143770,ProtocolV2Parser_26,ini/mei/final,mesmo arquivo
143804,NetscapeCookieFile_0,ini/mei/final,mesmo arquivo
143821,NetscapeCookieFile_0,ini/mei/final,mesmo arquivo
144571,OpenSshServerKeyVerifier_2,ini/mei/final,mesmo arquivo
145437,DirCacheEntry_2,ini/mei/final,mesmo arquivo
145655,PostUploadHookChain_1,mei/final,arquivo diferente
145656,PreUploadHookChain_1,mei/final,arquivo diferente
146448,ReftableBatchRefUpdate_3,mei,mesmo arquivo
146448,ReftableBatchRefUpdate_3_rev_26,mei/final,mesmo arquivo
146526,UploadPack_0,mei,mesmo arquivo
146535,ReceivePack_0,ini/mei/final,arquivo diferente
146536,ReceivePack_13,ini/mei/final,arquivo diferente
146536,ReceivePack_11,ini/mei/final,arquivo diferente
146536,ReceivePack_12,ini/mei/final,arquivo diferente
146536,ReceivePack_16,mei/final,arquivo diferente
146536,ReceivePack_5,mei/final,arquivo diferente
146567,DfsReftableStack_0,ini/mei,arquivo diferente
146567,DfsReftableStack_0_rev_6,mei/final,arquivo diferente
146743,MergeFormatter_1,unique/ini/mei/final,mesmo arquivo
146930,Blame_2,mei/final,arquivo diferente
147131,Blame_1,ini/mei/final,mesmo arquivo
147143,UploadPack_0,ini/mei,mesmo arquivo
147222,DirCacheEntry_16,ini/mei/final,mesmo arquivo
147236,DirCacheEntry_15,ini/mei/final,mesmo arquivo
147257,DirCacheEntry_14,unique/ini/mei/final,mesmo arquivo
147301,ReftableBatchRefUpdate_5,apa/des/apa,mesmo arquivo
147325,DirCacheEntry_14,unique/ini,mesmo arquivo
147325,NetscapeCookieFile_26,unique/ini,mesmo arquivo
147325,NetscapeCookieFile_27,unique/final,mesmo arquivo
147325,DirCacheEntry_15,unique/final,mesmo arquivo
147751,BaseReceivePack_2,mei,mesmo arquivo
147751,BaseReceivePack_1,mei,mesmo arquivo
147751,BaseReceivePack_2_rev_7,unique/mei,mesmo arquivo
147753,FS_2,mei/final,arquivo diferente
147766,BouncyCastleGpgKeyLocator_3,unique/ini,mesmo arquivo
147766,BouncyCastleGpgKeyLocator_1,ini/mei/final,mesmo arquivo
147766,BouncyCastleGpgKeyLocator_3_rev_1,unique/final,mesmo arquivo
147791,FS_0,ini/mei/final,mesmo arquivo
147791,FS_3,mei/final,arquivo diferente
147935,FS_7,ini/mei/final,arquivo diferente
147948,FS_7,unique/ini/mei/final,arquivo diferente
147949,FS_7,unique/ini/mei/final,arquivo diferente
147950,FS_7,unique/ini/mei/final,arquivo diferente
148280,MergeFormatter_5,ini/mei/final,mesmo arquivo
148373,SystemReader_2,mei,mesmo arquivo
148373,SystemReader_1,unique/mei,mesmo arquivo
148551,UploadPack_0,unique/ini/mei/final,mesmo arquivo
148557,UploadPack_0,unique/ini/mei/final,mesmo arquivo
148706,PackedBatchRefUpdate_6,ini/mei/final,mesmo arquivo
148706,PackedBatchRefUpdate_5,ini/mei,mesmo arquivo
148732,PackedBatchRefUpdate_6,ini/mei/final,mesmo arquivo
148732,PackedBatchRefUpdate_5,unique/ini,mesmo arquivo
148779,PackedBatchRefUpdate_7,ini/mei/final,mesmo arquivo
148786,PackedBatchRefUpdate_7,unique/ini/mei/final,mesmo arquivo
148797,PackedBatchRefUpdate_7,ini/mei/final,mesmo arquivo
148806,PackedBatchRefUpdate_6,ini/mei/final,mesmo arquivo
148851,PackedBatchRefUpdate_6,ini/mei/final,mesmo arquivo
148854,PackedBatchRefUpdate_6,unique/ini/mei/final,mesmo arquivo
148857,PackedBatchRefUpdate_6,unique/ini/mei/final,mesmo arquivo
148860,PackedBatchRefUpdate_6,unique/ini/mei/final,mesmo arquivo
148861,PackedBatchRefUpdate_20,unique/ini/mei/final,mesmo arquivo
150739,SystemReader_1,unique/ini,mesmo arquivo
150739,SystemReader_1_rev_1,unique/mei,mesmo arquivo
150739,SystemReader_1_rev_2,mei/final,mesmo arquivo
151063,IndexDiff_1,ini/mei/final,mesmo arquivo
151063,IndexDiff_0,ini/mei/final,mesmo arquivo
151063,IndexDiff_2,ini/mei/final,mesmo arquivo
151203,FetchCommand_4,ini/mei/final,mesmo arquivo
151203,IO_20,ini/mei/final,mesmo arquivo
151203,LeafBucket_17,ini/mei/final,mesmo arquivo
151203,ResolveMerger_16,ini/mei/final,mesmo arquivo
151203,Repository_14,ini/mei/final,mesmo arquivo
151203,RepoCommand_7,ini/mei/final,mesmo arquivo
151203,CleanFilter_0,ini/mei/final,mesmo arquivo
151203,ChangeIdUtil_18,ini/mei/final,mesmo arquivo
151203,UnpackedObject_10,ini/mei/final,ambos
151203,Strings_9,ini/mei/final,mesmo arquivo
