review_number,categoria,move_block
5929,,no_clone,
5939,SimplePushSpecPage_0,review with at least one clone,arquivo diferente
5942,,no_clone,
5943,,no_clone,
5951,,no_clone,
5952,,no_clone,
5987,,no_clone,
6098,,no_clone,
6099,,no_clone,
6116,,no_clone,
6123,,no_clone,
6158,,no_clone,
6159,,no_clone,
6160,,no_clone,
6180,,no_clone,
6182,,no_clone,
6184,,no_clone,
6190,,no_clone,
6212,,no_clone,
6223,,no_clone,
6252,,no_clone,
6257,,no_clone,
6259,,no_clone,
6274,,no_clone,
6275,,no_clone,
6278,,no_clone,
6281,,no_clone,
6292,,no_clone,
6308,,no_clone,
6333,,no_clone,
6340,,no_clone,
6349,,no_clone,
6350,DiscardChangesActionHandler_5,review with at least one clone,arquivo diferente
6350,ReflogView_14,review with at least one clone,arquivo diferente
6351,,no_clone,
6433,,no_clone,
6434,,no_clone,
6435,,no_clone,
6480,GitCompareEditorInput_2,review with at least one clone,mesmo arquivo
6509,,no_clone,
6510,UIUtils_0,review with at least one clone,mesmo arquivo
6546,,no_clone,
6581,,no_clone,
6594,,no_clone,
6603,,no_clone,
6605,,no_clone,
6963,,no_clone,
7139,,no_clone,
7320,,no_clone,
7403,,no_clone,
7432,,no_clone,
7468,,no_clone,
7530,,no_clone,
7533,,no_clone,
7537,,no_clone,
7565,GitDecoratorPreferencePage_0,review with at least one clone,mesmo arquivo
7573,,no_clone,
7577,,no_clone,
7615,,no_clone,
7621,,no_clone,
7649,,no_clone,
7650,,no_clone,
7728,,no_clone,
7777,,no_clone,
7780,,no_clone,
7796,,no_clone,
7812,,no_clone,
7815,,no_clone,
7817,,no_clone,
7820,,no_clone,
7821,,no_clone,
7952,,no_clone,
7953,,no_clone,
7975,,no_clone,
7990,,no_clone,
7994,,no_clone,
8003,,no_clone,
8056,ProjectReferenceImporter_4,review with at least one clone,mesmo arquivo
8074,,no_clone,
8075,,no_clone,
8082,,no_clone,
8096,,no_clone,
8192,,no_clone,
8267,,no_clone,
8315,,no_clone,
8392,,no_clone,
8411,,no_clone,
8418,,no_clone,
8434,,no_clone,
8436,,no_clone,
8438,,no_clone,
8442,,no_clone,
8468,,no_clone,
8483,,no_clone,
8514,,no_clone,
8545,,no_clone,
8546,,no_clone,
8594,,no_clone,
8597,,no_clone,
8682,,no_clone,
8683,,no_clone,
8692,,no_clone,
8693,,no_clone,
8721,,no_clone,
8722,RemoveCommand_0,review with at least one clone,arquivo diferente
8748,,uninteresting_clone,
8773,LocalNonWorkspaceTypedElement_0,review with at least one clone,arquivo diferente
8855,,no_clone,
8857,,no_clone,
8876,,no_clone,
9028,,no_clone,
9041,,no_clone,
9044,,no_clone,
9073,,uninteresting_clone,
9107,,no_clone,
9115,,no_clone,
9116,,no_clone,
9122,,no_clone,
9125,,no_clone,
9126,,no_clone,
9127,,no_clone,
9128,,no_clone,
9129,,no_clone,
9215,,no_clone,
9275,,no_clone,
9303,,no_clone,
9306,,no_clone,
9310,,no_clone,
9312,,no_clone,
9313,,no_clone,
9314,,no_clone,
9315,,no_clone,
9318,,no_clone,
9344,,no_clone,
9346,,no_clone,
9347,,no_clone,
9367,,no_clone,
9374,,no_clone,
9376,,no_clone,
9391,,no_clone,
9428,,no_clone,
9481,,no_clone,
9484,FetchGerritChangePage_0,review with at least one clone,mesmo arquivo
9485,,no_clone,
9635,,no_clone,
9655,,no_clone,
9763,,no_clone,
9794,,no_clone,
9795,CompareUtils_2,review with at least one clone,arquivo diferente
9827,,no_clone,
9873,,no_clone,
9874,,no_clone,
9924,,no_clone,
9954,,no_clone,
10099,,no_clone,
10106,,no_clone,
10206,,no_clone,
10210,,no_clone,
10226,,no_clone,
10267,,no_clone,
10275,,no_clone,
10332,,no_clone,
10334,,no_clone,
10342,,no_clone,
10349,,no_clone,
10350,,no_clone,
10362,,no_clone,
10366,,no_clone,
10367,,no_clone,
10368,,no_clone,
10385,,no_clone,
10410,,no_clone,
10411,,no_clone,
10518,,no_clone,
10555,,no_clone,
10586,,no_clone,
10609,,no_clone,
11007,,no_clone,
11010,,no_clone,
11019,,no_clone,
11247,,no_clone,
11327,,no_clone,
11380,,no_clone,
11402,,no_clone,
11403,,no_clone,
11411,,no_clone,
11415,,no_clone,
11634,,no_clone,
11635,,no_clone,
11853,,no_clone,
11890,,no_clone,
11941,,no_clone,
11964,,no_clone,
12001,,no_clone,
12062,,no_clone,
12215,,no_clone,
12216,,no_clone,
12311,,no_clone,
12317,,no_clone,
12364,,no_clone,
12417,,no_clone,
12545,,no_clone,
12620,,no_clone,
12621,,no_clone,
12713,,no_clone,
12741,,no_clone,
12743,,no_clone,
12756,,no_clone,
12757,,no_clone,
12850,,no_clone,
12904,,no_clone,
12963,,no_clone,
12966,,no_clone,
12970,,no_clone,
12975,,no_clone,
12990,CommitDialog_4,review with at least one clone,mesmo arquivo
12990,CommitDialog_2,review with at least one clone,mesmo arquivo
12990,CommitDialog_5,review with at least one clone,mesmo arquivo
12990,CommitDialog_6,review with at least one clone,mesmo arquivo
13018,,no_clone,
13045,,no_clone,
13308,,no_clone,
13309,,no_clone,
13323,,no_clone,
13337,CommitDialog_13,review with at least one clone,mesmo arquivo
13337,CommitDialog_14,review with at least one clone,mesmo arquivo
13337,BranchConfigurationDialog_6,review with at least one clone,arquivo diferente
13337,CommitDialog_12,review with at least one clone,mesmo arquivo
13337,CommitDialog_10,review with at least one clone,mesmo arquivo
13530,,no_clone,
13552,,no_clone,
13700,,no_clone,
13714,,no_clone,
13718,,no_clone,
13793,,no_clone,
13805,,no_clone,
13806,,no_clone,
13807,,no_clone,
13868,,no_clone,
14349,,no_clone,
14350,,no_clone,
14374,,no_clone,
14384,,no_clone,
14385,,no_clone,
14461,,no_clone,
14512,,no_clone,
14514,,no_clone,
14535,,no_clone,
14538,,no_clone,
14539,,no_clone,
14541,,no_clone,
14556,,no_clone,
14666,,no_clone,
14675,,no_clone,
14894,,no_clone,
14918,,no_clone,
14952,StagingView_1,review with at least one clone,mesmo arquivo
14952,StagingView_0,review with at least one clone,mesmo arquivo
14952,StagingViewContentProvider_7,review with at least one clone,mesmo arquivo
15146,,no_clone,
15180,,no_clone,
15247,,uninteresting_clone,
15307,,no_clone,
15313,,no_clone,
15326,,no_clone,
15381,,no_clone,
15506,,no_clone,
15507,,no_clone,
15568,,no_clone,
15583,,no_clone,
15588,,no_clone,
15610,,no_clone,
15711,,no_clone,
15712,,no_clone,
15749,,uninteresting_clone,
15790,,uninteresting_clone,
15799,,no_clone,
15878,,no_clone,
15953,,no_clone,
16020,,no_clone,
16062,,no_clone,
16125,,no_clone,
16129,,no_clone,
16141,,uninteresting_clone,
16211,,no_clone,
16270,,no_clone,
16303,,no_clone,
16329,,no_clone,
16344,,no_clone,
16348,AbstractRebaseCommandHandler_0,review with at least one clone,ambos
16458,,no_clone,
16485,,no_clone,
16506,,no_clone,
16538,StagingView_0,review with at least one clone,mesmo arquivo
16570,,no_clone,
16617,,no_clone,
16659,,no_clone,
16788,,no_clone,
16832,,no_clone,
16841,,no_clone,
16863,,no_clone,
16970,,no_clone,
16974,,no_clone,
17003,,no_clone,
17005,RepositoryPropertyPage_10,review with at least one clone,arquivo diferente
17006,,no_clone,
17223,,no_clone,
17330,,no_clone,
17331,,no_clone,
17332,,no_clone,
17435,,no_clone,
17620,,no_clone,
17649,,no_clone,
17705,,no_clone,
17774,,no_clone,
17804,,no_clone,
17855,,no_clone,
17882,,no_clone,
17919,,no_clone,
18113,,no_clone,
18133,,no_clone,
18253,,no_clone,
18260,,no_clone,
18266,,no_clone,
18341,,no_clone,
18348,,no_clone,
18360,,no_clone,
18368,,no_clone,
18416,CommitDialog_2,review with at least one clone,mesmo arquivo
18467,CommitDialog_0,review with at least one clone,arquivo diferente
18615,,no_clone,
18646,,no_clone,
18647,,no_clone,
18771,,no_clone,
18774,CleanWizard_0,review with at least one clone,arquivo diferente
18941,,no_clone,
19138,,no_clone,
19142,,no_clone,
19176,,no_clone,
19350,RebaseInteractiveView_46,review with at least one clone,mesmo arquivo
19350,CommitDialog_31,review with at least one clone,arquivo diferente
19350,PushOperationUI_41,review with at least one clone,mesmo arquivo
19350,CommitDialog_34,review with at least one clone,mesmo arquivo
19350,CleanWizard_27,review with at least one clone,arquivo diferente
19414,,no_clone,
19477,,no_clone,
19568,,uninteresting_clone,
19599,,uninteresting_clone,
19700,,no_clone,
19701,,no_clone,
19740,,no_clone,
19794,StagingView_28,review with at least one clone,mesmo arquivo
20000,,no_clone,
20017,,no_clone,
20090,,no_clone,
20656,,no_clone,
20797,,no_clone,
21033,CommitGraphTable_7,review with at least one clone,mesmo arquivo
21075,,no_clone,
21077,,no_clone,
21078,,no_clone,
21080,,no_clone,
21650,CleanRepositoryPage_0,review with at least one clone,arquivo diferente
21708,,no_clone,
21986,,no_clone,
21989,,no_clone,
22044,,uninteresting_clone,
22062,,no_clone,
22141,,no_clone,
22278,,no_clone,
22281,,no_clone,
22324,,no_clone,
22395,JobUtil_0,review with at least one clone,mesmo arquivo
22395,PushBranchPage_5,review with at least one clone,arquivo diferente
22395,CleanRepositoryPage_3,review with at least one clone,arquivo diferente
22734,,no_clone,
22736,,no_clone,
22890,,no_clone,
22894,GitDocument_4,review with at least one clone,mesmo arquivo
22894,ContainerTreeIterator_0,review with at least one clone,mesmo arquivo
22895,,no_clone,
22903,,no_clone,
23175,,no_clone,
23431,,uninteresting_clone,
23442,,no_clone,
23516,,no_clone,
23829,,no_clone,
23844,,no_clone,
23859,,no_clone,
23870,,no_clone,
23882,,no_clone,
23988,,no_clone,
24233,,no_clone,
24497,,no_clone,
24498,,no_clone,
24499,,no_clone,
24506,,no_clone,
24600,CompareTreeView_0,review with at least one clone,mesmo arquivo
24664,,no_clone,
24673,,no_clone,
24901,FetchGerritChangePage_0,review with at least one clone,ambos
24922,,no_clone,
24948,,no_clone,
25173,,no_clone,
25248,,no_clone,
25270,,no_clone,
25387,CommitMessageEditorDialog_0,review with at least one clone,arquivo diferente
25921,,no_clone,
26002,,no_clone,
26003,,no_clone,
26405,,no_clone,
26749,,no_clone,
27054,,no_clone,
27055,,no_clone,
27061,,no_clone,
27258,,no_clone,
27321,,no_clone,
27476,,no_clone,
27477,,no_clone,
27531,,no_clone,
27714,,no_clone,
27987,,no_clone,
27999,,no_clone,
28357,,no_clone,
28382,,no_clone,
28515,,uninteresting_clone,
28839,,no_clone,
28852,,no_clone,
28853,,no_clone,
29088,,no_clone,
29091,,no_clone,
29152,,no_clone,
29247,,no_clone,
29317,,no_clone,
29497,,no_clone,
29643,,no_clone,
29843,CommitGraphTable_0,review with at least one clone,mesmo arquivo
30162,,no_clone,
30260,,no_clone,
30741,,no_clone,
30851,,no_clone,
30853,,uninteresting_clone,
30929,,no_clone,
30972,,no_clone,
31076,,no_clone,
31524,,no_clone,
32455,,no_clone,
32633,,no_clone,
32767,,no_clone,
32930,,no_clone,
32978,RepositoriesViewLabelProvider_1,review with at least one clone,mesmo arquivo
32978,RepositoriesViewLabelProvider_2,review with at least one clone,mesmo arquivo
33012,,no_clone,
33015,,no_clone,
33025,,no_clone,
33026,GitCreatePatchWizard_0,review with at least one clone,mesmo arquivo
33326,,no_clone,
33332,,no_clone,
33428,,no_clone,
33634,,no_clone,
33736,,no_clone,
33737,,no_clone,
33797,,no_clone,
33854,,no_clone,
33855,,no_clone,
33896,,no_clone,
33942,,no_clone,
33971,,no_clone,
33972,GitCreatePatchWizard_1,review with at least one clone,mesmo arquivo
34126,,no_clone,
34165,,no_clone,
34281,,no_clone,
34420,,no_clone,
34552,,no_clone,
34573,,no_clone,
34636,,no_clone,
34638,,no_clone,
34829,,no_clone,
34833,,no_clone,
34901,,no_clone,
35253,,no_clone,
35365,,no_clone,
35366,,no_clone,
35776,,no_clone,
36316,,no_clone,
36328,,no_clone,
36345,,no_clone,
36369,,no_clone,
36460,,no_clone,
36550,,no_clone,
36602,,no_clone,
36621,,no_clone,
36622,,no_clone,
36623,,no_clone,
36624,,no_clone,
36625,,no_clone,
36727,,no_clone,
36728,,no_clone,
36729,,no_clone,
36758,,no_clone,
36883,,no_clone,
36884,,no_clone,
36926,,no_clone,
36991,CherryPickOperation_2,review with at least one clone,mesmo arquivo
37299,,no_clone,
37322,,no_clone,
37351,,no_clone,
37379,,no_clone,
37380,,no_clone,
37444,,no_clone,
37522,,no_clone,
37535,,no_clone,
37619,,no_clone,
37620,FetchGerritChangePage_0,review with at least one clone,ambos
37847,,no_clone,
37854,,no_clone,
38524,,no_clone,
38612,,no_clone,
38642,,no_clone,
38643,StagingViewContentProvider_21,review with at least one clone,mesmo arquivo
38702,,no_clone,
38719,,no_clone,
38720,,no_clone,
38746,,no_clone,
38751,,no_clone,
38752,,no_clone,
38860,,uninteresting_clone,
38863,,no_clone,
38864,,no_clone,
38865,,no_clone,
38866,,no_clone,
38872,,no_clone,
38892,,no_clone,
38900,,no_clone,
38914,CommitMessageEditorDialog_0,review with at least one clone,arquivo diferente
38929,,no_clone,
38932,,no_clone,
38933,CommitMessageEditorDialog_13,review with at least one clone,arquivo diferente
38933,SimpleConfigurePushDialog_12,review with at least one clone,arquivo diferente
38933,DeleteBranchOnCommitHandler_11,review with at least one clone,mesmo arquivo
38986,,no_clone,
39028,,no_clone,
39101,,no_clone,
39103,,no_clone,
39244,,no_clone,
39245,,no_clone,
39337,,no_clone,
39459,,no_clone,
39567,,no_clone,
39652,,no_clone,
39653,,no_clone,
39664,,no_clone,
39806,,no_clone,
39807,,no_clone,
39871,,no_clone,
40030,,no_clone,
40053,,no_clone,
40080,,no_clone,
40094,,no_clone,
40427,,no_clone,
40509,,no_clone,
40834,,no_clone,
40844,CompareIndexWithHeadActionHandler_2,review with at least one clone,ambos
40845,CompareWithPreviousActionHandler_1,review with at least one clone,mesmo arquivo
41030,,no_clone,
41036,,no_clone,
41072,CompareWithPreviousActionHandler_19,review with at least one clone,mesmo arquivo
41072,CompareIndexWithHeadActionHandler_15,review with at least one clone,ambos
41375,,no_clone,
41377,,no_clone,
41488,,no_clone,
41581,,no_clone,
41582,Activator_0,review with at least one clone,mesmo arquivo
41582,Activator_1,review with at least one clone,arquivo diferente
41608,,no_clone,
42227,,no_clone,
42230,,no_clone,
42392,,no_clone,
42588,,no_clone,
42778,,no_clone,
42796,,no_clone,
42862,,no_clone,
42904,,no_clone,
42951,,no_clone,
42955,,no_clone,
42975,,uninteresting_clone,
43049,,no_clone,
43184,,no_clone,
43474,,no_clone,
43608,,no_clone,
43641,,no_clone,
43880,,no_clone,
44348,,no_clone,
44398,,no_clone,
44414,,no_clone,
44459,,no_clone,
44603,,no_clone,
44758,,no_clone,
44792,,no_clone,
44865,,no_clone,
45899,,no_clone,
45900,,no_clone,
45901,,no_clone,
46014,,no_clone,
46119,,no_clone,
46501,,no_clone,
46502,,no_clone,
46503,,no_clone,
46524,,no_clone,
46555,,no_clone,
46598,,no_clone,
46740,,no_clone,
47007,,no_clone,
47096,,no_clone,
47097,GitResourceDeltaVisitor_9,review with at least one clone,mesmo arquivo
47112,,no_clone,
47173,,no_clone,
47176,,no_clone,
47328,,no_clone,
47564,,no_clone,
47591,,no_clone,
48185,,no_clone,
48223,,no_clone,
48364,,no_clone,
48523,,no_clone,
48524,CommitMessageViewer_1,review with at least one clone,mesmo arquivo
48524,CommitInfoBuilder_0,review with at least one clone,mesmo arquivo
48569,,no_clone,
48572,,no_clone,
48616,CommitInfoBuilder_33,review with at least one clone,mesmo arquivo
48616,GitCompareEditorInput_39,review with at least one clone,ambos
48616,AbstractHistoryCommandHandler_36,review with at least one clone,mesmo arquivo
48616,CommitInfoBuilder_32,review with at least one clone,mesmo arquivo
48616,GitCommitsModelCache_22,review with at least one clone,mesmo arquivo
48616,CommitMessageViewer_34,review with at least one clone,mesmo arquivo
48616,GitCompareEditorInput_38,review with at least one clone,mesmo arquivo
48616,MergeResultDialog_40,review with at least one clone,mesmo arquivo
48616,ResetTargetSelectionDialog_30,review with at least one clone,mesmo arquivo
48616,RemoveCommand_42,review with at least one clone,mesmo arquivo
48616,CommitInfoBuilder_31,review with at least one clone,mesmo arquivo
48617,,no_clone,
48651,,no_clone,
48701,,no_clone,
49043,,no_clone,
49087,,no_clone,
49147,,no_clone,
49206,,no_clone,
49261,,no_clone,
49272,,no_clone,
49273,,no_clone,
49274,,no_clone,
49319,,no_clone,
49320,,no_clone,
49328,,no_clone,
49330,,no_clone,
49331,,no_clone,
49332,,no_clone,
49429,,no_clone,
49600,,no_clone,
49638,,no_clone,
49655,,no_clone,
49656,,no_clone,
49657,,no_clone,
49681,,no_clone,
49704,,no_clone,
49732,,no_clone,
49733,,no_clone,
49796,,no_clone,
49810,,no_clone,
50399,ShowHistoryActionHandler_0,review with at least one clone,mesmo arquivo
50568,,no_clone,
50675,,no_clone,
50762,,no_clone,
50790,,no_clone,
50800,,no_clone,
50996,GitPreferenceRoot_19,review with at least one clone,mesmo arquivo
50997,,no_clone,
51013,,no_clone,
51014,,no_clone,
51016,,no_clone,
51020,,no_clone,
51021,,no_clone,
51070,,no_clone,
51129,,no_clone,
51130,,no_clone,
51145,,no_clone,
51215,,no_clone,
51217,,no_clone,
51355,ExistingOrNewPage_3,review with at least one clone,mesmo arquivo
51355,ExistingOrNewPage_2,review with at least one clone,mesmo arquivo
51355,ExistingOrNewPage_4,review with at least one clone,mesmo arquivo
51381,,no_clone,
51530,,no_clone,
51548,,no_clone,
51795,PushOperationResult_0,review with at least one clone,mesmo arquivo
51895,,no_clone,
52355,,no_clone,
52384,,no_clone,
52569,,no_clone,
52655,,no_clone,
53006,,no_clone,
53008,,no_clone,
53009,ResourceUtil_1,review with at least one clone,mesmo arquivo
53009,IndexDiffData_0,review with at least one clone,mesmo arquivo
53014,,uninteresting_clone,
53015,,no_clone,
53017,,no_clone,
53018,,no_clone,
53021,,no_clone,
53022,,no_clone,
53259,,no_clone,
53671,,no_clone,
53802,,no_clone,
53807,,no_clone,
53820,,no_clone,
54005,,no_clone,
54119,,no_clone,
54178,,no_clone,
54267,,no_clone,
54364,,no_clone,
54468,,no_clone,
54533,,no_clone,
54762,DirCacheResourceVariantTreeProvider_0,review with at least one clone,mesmo arquivo
54851,,no_clone,
55041,,no_clone,
55159,,no_clone,
55424,,no_clone,
55601,,no_clone,
55613,,no_clone,
55618,,no_clone,
55691,,no_clone,
55703,,no_clone,
55776,CommitMessageViewer_1,review with at least one clone,arquivo diferente
55804,,no_clone,
55815,,no_clone,
55818,,no_clone,
55914,,no_clone,
55928,,no_clone,
55969,,no_clone,
55970,,no_clone,
56137,,no_clone,
56419,,no_clone,
56569,,no_clone,
56570,,no_clone,
56571,,no_clone,
56691,CommitJob_3,review with at least one clone,mesmo arquivo
56691,CommitJob_1,review with at least one clone,mesmo arquivo
56691,CommitJob_2,review with at least one clone,ambos
56778,,no_clone,
56789,,no_clone,
56812,,no_clone,
56821,,no_clone,
56842,,no_clone,
56862,,no_clone,
56863,,no_clone,
57403,RebaseInteractiveView_0,review with at least one clone,arquivo diferente
57403,ReflogView_1,review with at least one clone,arquivo diferente
58041,DateFormatPreferencePage_0,review with at least one clone,mesmo arquivo
58663,,no_clone,
58895,,uninteresting_clone,
59091,,no_clone,
59346,,no_clone,
59779,,no_clone,
60007,,no_clone,
60098,,no_clone,
60123,,no_clone,
60188,,no_clone,
60402,,no_clone,
60413,,no_clone,
60414,,no_clone,
60418,,no_clone,
60419,,no_clone,
60422,,no_clone,
60426,,no_clone,
60428,,no_clone,
60432,,no_clone,
60435,,no_clone,
60440,,no_clone,
60637,,no_clone,
60753,,no_clone,
60966,,no_clone,
60973,,no_clone,
61507,,no_clone,
61529,,no_clone,
61530,,no_clone,
61555,,no_clone,
62065,,no_clone,
62145,,no_clone,
62147,,no_clone,
62373,,no_clone,
62672,GitCompareFileRevisionEditorInput_28,review with at least one clone,arquivo diferente
62673,,no_clone,
62912,,no_clone,
63313,,no_clone,
63426,,no_clone,
63749,,no_clone,
63782,,no_clone,
63806,,uninteresting_clone,
63902,,no_clone,
63917,,no_clone,
63929,,no_clone,
64664,,no_clone,
64665,,no_clone,
64687,,no_clone,
64703,,no_clone,
64812,,no_clone,
64913,,uninteresting_clone,
64925,,no_clone,
64931,,no_clone,
64935,,no_clone,
64954,,no_clone,
65047,,no_clone,
65147,,no_clone,
66406,,no_clone,
66552,,no_clone,
66608,,no_clone,
66767,,no_clone,
66882,,no_clone,
66883,,no_clone,
66884,,no_clone,
67184,,no_clone,
67473,,no_clone,
67509,,no_clone,
67578,,no_clone,
68416,,no_clone,
68418,,no_clone,
69127,,no_clone,
69611,,no_clone,
69781,,no_clone,
69827,,no_clone,
69962,,no_clone,
70048,,no_clone,
70102,,no_clone,
70141,,no_clone,
70150,,no_clone,
70189,,no_clone,
70256,,no_clone,
70268,,no_clone,
70299,,no_clone,
70313,,no_clone,
70506,,no_clone,
70807,,no_clone,
70812,,no_clone,
70815,,no_clone,
70832,,no_clone,
71052,,no_clone,
71268,,no_clone,
71287,,no_clone,
71444,,no_clone,
72052,,no_clone,
72068,,no_clone,
72090,,no_clone,
72110,,no_clone,
72113,,no_clone,
72169,,no_clone,
72677,,no_clone,
72788,,no_clone,
72807,,no_clone,
72858,PushOperation_6,review with at least one clone,mesmo arquivo
72858,RemoveFromIndexOperation_7,review with at least one clone,mesmo arquivo
72858,RevertCommitOperation_8,review with at least one clone,mesmo arquivo
72858,CommitOperation_2,review with at least one clone,mesmo arquivo
72859,,no_clone,
73000,,no_clone,
73105,,no_clone,
73121,,no_clone,
73143,,no_clone,
73153,,no_clone,
73343,RebaseOperation_1,review with at least one clone,ambos
73343,AddToIndexCommand_3,review with at least one clone,mesmo arquivo
73343,FetchOperation_0,review with at least one clone,mesmo arquivo
73343,CommitDialog_2,review with at least one clone,mesmo arquivo
73423,ConfigureGerritAfterCloneTask_1,review with at least one clone,mesmo arquivo
73423,ConfigureGerritAfterCloneTask_0,review with at least one clone,mesmo arquivo
73431,,no_clone,
73580,ConfigureGerritAfterCloneTask_8,review with at least one clone,mesmo arquivo
73580,RevertCommitOperation_17,review with at least one clone,mesmo arquivo
73580,PushOperation_14,review with at least one clone,mesmo arquivo
73580,CommitOperation_6,review with at least one clone,mesmo arquivo
73580,RebaseOperation_15,review with at least one clone,ambos
73580,ConfigureGerritAfterCloneTask_7,review with at least one clone,mesmo arquivo
73580,RemoveFromIndexOperation_16,review with at least one clone,mesmo arquivo
73580,AddToIndexCommand_34,review with at least one clone,mesmo arquivo
73580,CommitDialog_22,review with at least one clone,mesmo arquivo
73580,FetchOperation_10,review with at least one clone,mesmo arquivo
73591,,no_clone,
73614,,no_clone,
73669,,no_clone,
73672,,no_clone,
73874,,no_clone,
73893,,no_clone,
73894,,no_clone,
73915,,no_clone,
74242,,uninteresting_clone,
74306,,no_clone,
74316,,no_clone,
74318,,no_clone,
74338,,no_clone,
74343,,no_clone,
74731,,no_clone,
74768,,no_clone,
74805,,no_clone,
74828,,no_clone,
75048,,no_clone,
75199,,no_clone,
75364,,no_clone,
75373,,no_clone,
75531,,no_clone,
75584,FindToolbar_0,review with at least one clone,mesmo arquivo
76475,,no_clone,
76477,,no_clone,
76590,,no_clone,
77147,,no_clone,
77381,,no_clone,
77727,,no_clone,
77946,,no_clone,
78047,StagingView_2,review with at least one clone,mesmo arquivo
78089,,uninteresting_clone,
78208,,no_clone,
78515,,no_clone,
78516,,no_clone,
78571,,no_clone,
78582,,no_clone,
79241,,no_clone,
79458,,no_clone,
79510,,no_clone,
80005,,no_clone,
80232,StagingView_0,review with at least one clone,mesmo arquivo
80548,,no_clone,
80555,StagingView_2,review with at least one clone,arquivo diferente
80556,,no_clone,
80557,,no_clone,
81045,,no_clone,
81047,,no_clone,
81070,,no_clone,
81376,,no_clone,
81386,,no_clone,
81546,,no_clone,
81559,,no_clone,
81579,,no_clone,
81582,,no_clone,
81592,,no_clone,
81608,,no_clone,
81642,,no_clone,
81962,,no_clone,
81992,ResetMenu_0,review with at least one clone,mesmo arquivo
82054,,no_clone,
82118,,no_clone,
82135,,no_clone,
82295,,no_clone,
82971,,no_clone,
83075,,no_clone,
83279,,no_clone,
83312,,no_clone,
83318,,no_clone,
83393,,no_clone,
83455,,no_clone,
83500,,no_clone,
83783,,no_clone,
84130,,no_clone,
84150,,no_clone,
84153,,no_clone,
84194,,no_clone,
84274,,no_clone,
84937,,no_clone,
85795,,no_clone,
85841,,no_clone,
86029,,no_clone,
86336,,no_clone,
87040,,no_clone,
87718,,no_clone,
87722,,no_clone,
87744,,no_clone,
87746,,no_clone,
87753,,no_clone,
87754,,no_clone,
87764,,no_clone,
87822,DiffEditorPage_0,review with at least one clone,mesmo arquivo
87826,,no_clone,
87830,,no_clone,
87831,,no_clone,
87850,,no_clone,
87904,,no_clone,
87905,,no_clone,
88063,,no_clone,
88130,,no_clone,
88132,,no_clone,
88159,UIUtils_0,review with at least one clone,mesmo arquivo
88222,,no_clone,
88595,,no_clone,
88680,,no_clone,
88681,,no_clone,
88695,,no_clone,
88696,,no_clone,
88704,BlameInformationControl_0,review with at least one clone,mesmo arquivo
88704,GitHistoryPage_1,review with at least one clone,arquivo diferente
88734,,no_clone,
89152,,no_clone,
89561,,no_clone,
89562,,no_clone,
89563,,no_clone,
89578,,no_clone,
90102,,no_clone,
90234,,no_clone,
90324,,no_clone,
90467,,no_clone,
90595,,no_clone,
90888,,no_clone,
91101,,no_clone,
91224,,no_clone,
91439,,no_clone,
91533,,no_clone,
91559,,no_clone,
91739,,no_clone,
92244,,no_clone,
92433,,no_clone,
92451,,no_clone,
92549,,no_clone,
92562,,no_clone,
92594,,no_clone,
93064,,no_clone,
93181,,no_clone,
93183,,no_clone,
93389,,no_clone,
93657,,no_clone,
93972,,no_clone,
94254,,no_clone,
94255,,no_clone,
94308,,no_clone,
94347,,no_clone,
94420,,no_clone,
94469,,no_clone,
94470,,no_clone,
94499,,no_clone,
94511,,no_clone,
94732,,no_clone,
94886,,no_clone,
95272,,no_clone,
95360,,no_clone,
95361,,no_clone,
95428,,no_clone,
95507,,no_clone,
95644,,no_clone,
95652,,no_clone,
96106,,no_clone,
96297,,no_clone,
96463,,no_clone,
96465,,no_clone,
96521,,no_clone,
96537,,no_clone,
96547,,no_clone,
96643,,no_clone,
96708,,no_clone,
97058,,no_clone,
97332,,no_clone,
97449,,no_clone,
97486,,no_clone,
97646,,no_clone,
97651,,no_clone,
97659,,no_clone,
97665,,no_clone,
97666,,no_clone,
98204,,no_clone,
98213,,no_clone,
98271,,no_clone,
98616,,no_clone,
98854,,no_clone,
98905,,no_clone,
99072,,no_clone,
99075,,no_clone,
99085,,no_clone,
99190,,no_clone,
99462,,no_clone,
99548,,no_clone,
99617,,no_clone,
99726,,no_clone,
99914,,no_clone,
99933,,no_clone,
100016,,no_clone,
100207,,no_clone,
100474,,no_clone,
100475,,no_clone,
100552,,no_clone,
100677,FetchGerritChangePage_0,review with at least one clone,mesmo arquivo
100897,,no_clone,
100962,,no_clone,
101120,,no_clone,
101281,,no_clone,
101416,,no_clone,
101750,,no_clone,
102402,,no_clone,
102883,,no_clone,
102892,,no_clone,
102942,,no_clone,
103194,,no_clone,
103334,,no_clone,
103672,,no_clone,
103736,,no_clone,
103990,,no_clone,
104062,,no_clone,
104404,,no_clone,
105317,,no_clone,
106055,,no_clone,
106056,,no_clone,
106408,,no_clone,
106412,,no_clone,
106417,,no_clone,
106420,,no_clone,
110181,,no_clone,
110613,,no_clone,
111008,,no_clone,
111859,,no_clone,
111897,,no_clone,
112229,,no_clone,
112597,,no_clone,
112758,,no_clone,
112774,,no_clone,
112775,,no_clone,
112778,,no_clone,
112779,,no_clone,
112785,,no_clone,
112859,StagingView_0,review with at least one clone,arquivo diferente
113479,,no_clone,
113518,,no_clone,
