review_number,categoria,move_block
70192,,no_clone,
70221,,no_clone,
70324,,no_clone,
70328,,no_clone,
70333,,no_clone,
70351,,no_clone,
70412,,no_clone,
70494,,no_clone,
70543,,no_clone,
70549,,no_clone,
70621,,no_clone,
70694,,no_clone,
70712,,no_clone,
70727,,no_clone,
70805,,no_clone,
70839,,no_clone,
70876,,no_clone,
70909,,no_clone,
70960,,no_clone,
71092,,no_clone,
71126,,no_clone,
71248,,no_clone,
71290,,no_clone,
71319,,no_clone,
71450,,no_clone,
71468,,no_clone,
71576,WBWRenderer_0,review with at least one clone,mesmo arquivo
71576,WBWRenderer_1,review with at least one clone,mesmo arquivo
71686,,no_clone,
71760,,no_clone,
71849,SplitDropAgent2_1,review with at least one clone,mesmo arquivo
71898,,no_clone,
71980,,no_clone,
72106,,no_clone,
72179,,no_clone,
72232,,no_clone,
72239,,no_clone,
72431,,no_clone,
72491,,no_clone,
