id,review_number,revision_number,author,status,change_id,url,original_before_commit_id,original_after_commit_id,before_commit_id,after_commit_id
3227_rev1,3227,1,Alexander Sokolovsky,ABANDONED,I611aee40eac225fe402b7120af91f35eeaead33d,http://review.couchbase.org/#/c/3227/1,df2244646a5ec4e6220b0636f40640d6f04247f9,8e35ed7245c9400790ff61d0070eeafb7994cb3d,5a4d120e79fbcea22962dc94616e7297c34b1686,1b88cb7fe19a62b71e11dadc7826eb7cbcbef5cb
3438_rev1,3438,1,Alexander Sokolovsky,ABANDONED,I6c51f1407ebdd5858ffd9342113899c56473407d,http://review.couchbase.org/#/c/3438/1,8e35ed7245c9400790ff61d0070eeafb7994cb3d,d688f292d5a942c3946fc9d972ec6fc90c0c8f52,1b88cb7fe19a62b71e11dadc7826eb7cbcbef5cb,d77ed8bb14a9af4fa6a3b2da963c3b634b1e7926
3617_rev1,3617,1,Ahn Seong Hwa,ABANDONED,I9084c1d3e978e2483b329aef2ded3f7dc6f9db96,http://review.couchbase.org/#/c/3617/1,3b3b3c856c6578aa7f1b887032c2a3fe0ff8f182,91913633a38ee3014bec6fbaa0f4ae2df8dccb06,7f1b46565b6a3b049d733047f906f998507d0160,24b379dac910a828b2a5a68f40caa55aae4e53b7
3617_rev2,3617,2,Ahn Seong Hwa,ABANDONED,I9084c1d3e978e2483b329aef2ded3f7dc6f9db96,http://review.couchbase.org/#/c/3617/2,3b3b3c856c6578aa7f1b887032c2a3fe0ff8f182,73937a39c0343cc3a464f5b81605ec1679b9b1d1,5ec63ea9389938d819ed9e6ac4d7bdd01cceb949,97f0a373fb167c9f5001a85c48c925fcb6cc739a
3640_rev1,3640,1,Blair Zajac,MERGED,If1db3a8578e2d8603e0c6dbbe781ed7258908eee,http://review.couchbase.org/#/c/3640/1,3b3b3c856c6578aa7f1b887032c2a3fe0ff8f182,2ec6b7fde0bfc20b8837927c064024ca7215b90a,76bf62a9fda383a65eb3e23d24994cca9fac2ae3,08efb44a83713b28e90dd6b2d4d542fcef1bbee8
3641_rev1,3641,1,Blair Zajac,MERGED,Ibd3638e574f9bd0c0928af5bada53de72a59e9f1,http://review.couchbase.org/#/c/3641/1,3b3b3c856c6578aa7f1b887032c2a3fe0ff8f182,25074acfc79415002b3a439d8081a360ce996c41,1ddb5e674f4e812b131291c4c39033a1e6cf3e6e,7daa67c6c7ab2c99fd0cde1861b2c36bcefe4ea1
3641_rev2,3641,2,Blair Zajac,MERGED,Ibd3638e574f9bd0c0928af5bada53de72a59e9f1,http://review.couchbase.org/#/c/3641/2,385665d5575de49aa1aa4b10ba8ed0c2b804df27,b6db5fe6938a460f24147d4b3f893ae0394198fd,fd2925cd07dd12dff9c2fcd5092eac15a1ecd74d,ac82487c5ce8bd9acf44afa28194ce6eee77f8ef
3850_rev1,3850,1,Alexander Sokolovsky,ABANDONED,I948ee9a9a55a87c39f79fcdab4b651f0f1c1bf3c,http://review.couchbase.org/#/c/3850/1,d688f292d5a942c3946fc9d972ec6fc90c0c8f52,265bea6dbcc8d22fcdcd49a1dd2ea68be400183b,5ccedd92fa22095195b5806f27295cb5db5df1f8,f361889cf507fe22bb7dab72f720a51cef948c97
3851_rev1,3851,1,Alexander Sokolovsky,ABANDONED,I0a1699e88f3ed6ec3d0dc8524ffb1d1c1853a85b,http://review.couchbase.org/#/c/3851/1,265bea6dbcc8d22fcdcd49a1dd2ea68be400183b,254f44f45889ce014b7d624403dc291e576b9f09,f361889cf507fe22bb7dab72f720a51cef948c97,b25785d1a8b4b47de68d7f5417ff39b13316c055
3852_rev1,3852,1,Alexander Sokolovsky,ABANDONED,I243ac1c2ff99bd81531fef5a46a2e94bd151dab6,http://review.couchbase.org/#/c/3852/1,254f44f45889ce014b7d624403dc291e576b9f09,a1dcaff9153345003a419c41cc75c33af8d10d4c,b25785d1a8b4b47de68d7f5417ff39b13316c055,9286b73da38f026d7e4cf6b4d229c20d6985d0d9
