block1.java_method#1#16,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_3/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ToolBarManager.java_isChildVisible#445#459,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_3/bundles/org.eclipse.jface/src/org/eclipse/jface/action/CoolBarManager.java_isChildVisible#1056#1070
block0.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_3/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/CoolBarToTrimManager.java_fill#702#740
