block1.java_method#1#11,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_121311_1/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/DecoratorsPreferencePage.java_createDecoratorsArea#88#168
block3.java_method#1#10,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_121311_1/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_createDataControls#563#872
block2.java_method#1#15,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_121311_1/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_createDataControls#563#872
