block10.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_45218_7/bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/impl/BasicPackageImpl.java_initializePackageContents#4580#4704
block9.java_method#1#29,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_45218_7/bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/impl/BasicPackageImpl.java_initializePackageContents#4580#4704,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_45218_7/bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/advanced/impl/AdvancedPackageImpl.java_initializePackageContents#1273#1329
