block1.java_method#1#34,/home/gesad/PycharmProjects/Diff/befores/egit/before_38546_3/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/history/command/DeleteBranchOnCommitHandler.java_execute#40#132
block2.java_method#1#9,/home/gesad/PycharmProjects/Diff/befores/egit/before_38546_3/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/branch/BranchOperationUI.java_show#466#510,/home/gesad/PycharmProjects/Diff/befores/egit/before_38546_3/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/branch/BranchOperationUI.java_run#323#348
