block1.java_method#1#16,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ToolBarManager.java_isChildVisible#444#458,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/CoolBarManager.java_isChildVisible#1053#1067
block0.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_12819_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/CoolBarToTrimManager.java_fill#702#740
