block1.java_method#1#9,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_58344_1/bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerShowProcessor.java_processDynamicElements#129#194
block0.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_58344_1/bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerHideProcessor.java_run#91#121,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_58344_1/bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerHideProcessor.java_processDynamicElements#72#124
