block1.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/egit/before_79059_3/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/dialogs/CommitLabelProvider.java_getDateFormatter#143#148
block0.java_method#1#16,/home/gesad/PycharmProjects/Diff/befores/egit/before_79059_3/org.eclipse.egit.gitflow.ui/src/org/eclipse/egit/gitflow/ui/internal/dialogs/FilteredBranchesWidget.java_getText#112#123,/home/gesad/PycharmProjects/Diff/befores/egit/before_79059_3/org.eclipse.egit.gitflow.ui/src/org/eclipse/egit/gitflow/ui/internal/dialogs/FilteredBranchesWidget.java_create#58#141
