block5.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/egit/before_10391_5/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/history/command/ShowVersionsHandler.java_execute#48#183
block3.java_method#1#27,/home/gesad/PycharmProjects/Diff/befores/egit/before_10391_5/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/history/command/OpenInTextEditorHandler.java_execute#39#122,/home/gesad/PycharmProjects/Diff/befores/egit/before_10391_5/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/history/command/ShowVersionsHandler.java_execute#48#183
