block4.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createToolItem#865#992
block1.java_method#1#16,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createToolItem#804#863
block3.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createToolItem#804#863
block0.java_method#1#19,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createItem#771#802
block2.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createToolItem#804#863,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_68098_2/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java_createToolItem#865#992
