block3.java_method#1#156,/home/gesad/PycharmProjects/Diff/befores/jgit/before_100771_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/internal/storage/file/RefDirectoryTest.java_testBatchRefUpdateConflictThanksToDelete#1390#1412
block2.java_method#1#31,/home/gesad/PycharmProjects/Diff/befores/jgit/before_100771_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/internal/storage/file/RefDirectoryTest.java_testBatchRefUpdateConflict#1362#1388,/home/gesad/PycharmProjects/Diff/befores/jgit/before_100771_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/internal/storage/file/RefDirectoryTest.java_testBatchRefUpdateConflictThanksToDelete#1390#1412
