block11.java_method#1#32,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_88492_4/tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/workbench/MMenuItemTest.java_createMenuContributionWithCoreExpression#838#866
block10.java_method#1#65,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_88492_4/tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/workbench/MMenuItemTest.java_testVisibilityOfMenuItemChangesBasedOnCoreExpression#606#674,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_88492_4/tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/workbench/MMenuItemTest.java_testWithVisible#521#604
