block7.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/egit/before_621_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/repository/RepositoriesViewContentProvider.java_getChildren#80#271
block2.java_method#1#29,/home/gesad/PycharmProjects/Diff/befores/egit/before_621_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/repository/RepositoriesView.java_widgetSelected#498#539,/home/gesad/PycharmProjects/Diff/befores/egit/before_621_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/repository/RepositoriesView.java_addMenuItemsForTreeSelection#403#939
