block1.java_method#1#31,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_26491_1/examples/org.eclipse.jface.examples.databinding/src/org/eclipse/jface/examples/databinding/snippets/Snippet002UpdateComboRetainSelection.java_createShell#139#176
block2.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_26491_1/examples/org.eclipse.jface.examples.databinding/src/org/eclipse/jface/examples/databinding/snippets/Snippet002UpdateComboRetainSelection.java_getListDetailFactory#179#188,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_26491_1/examples/org.eclipse.jface.examples.databinding/src/org/eclipse/jface/examples/databinding/snippets/Snippet002UpdateComboRetainSelection.java_createObservable#181#186
