block1.java_method#1#10,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_2/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_getChangeControl#237#274
block2.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_2/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_widgetSelected#244#265,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_2/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_getChangeControl#237#274
