block10.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/jgit/before_115690_4/org.eclipse.jgit/src/org/eclipse/jgit/api/DescribeCommand.java_call#241#373
block12.java_method#1#9,/home/gesad/PycharmProjects/Diff/befores/jgit/before_115690_4/org.eclipse.jgit/src/org/eclipse/jgit/api/NameRevCommand.java_simplify#387#395,/home/gesad/PycharmProjects/Diff/befores/jgit/before_115690_4/org.eclipse.jgit/src/org/eclipse/jgit/lib/Repository.java_shortenRefName#1597#1606
