block12.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_18449_6/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/themes/ThemeRegistry.java_add#224#229
block6.java_method#1#16,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_18449_6/bundles/org.eclipse.jface/src/org/eclipse/jface/resource/FontRegistry.java_put#808#828
