block1.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_98891_1/tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/releng/PluginActivationTests.java_printPluginStatus#216#234
block2.java_method#1#17,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_98891_1/tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/releng/PluginActivationTests.java_activePluginsShouldNotIncrease#284#307,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_98891_1/tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/releng/PluginsNotLoadedTest.java_testPluginsNotLoaded#201#225
