block1.java_method#1#60,/home/gesad/PycharmProjects/Diff/befores/jgit/before_65072_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/api/blame/BlameGeneratorTest.java_testRenamedBoundLineDelete#99#164
block0.java_method#1#35,/home/gesad/PycharmProjects/Diff/befores/jgit/before_65072_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/api/blame/BlameGeneratorTest.java_testBoundLineDelete#59#97,/home/gesad/PycharmProjects/Diff/befores/jgit/before_65072_1/org.eclipse.jgit.test/tst/org/eclipse/jgit/api/blame/BlameGeneratorTest.java_testLinesAllDeletedShortenedWalk#166#197
