block1.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_1/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_getChangeControl#237#274
block2.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_1/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_widgetSelected#244#265,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90277_1/bundles/org.eclipse.jface/src/org/eclipse/jface/preference/FontFieldEditor.java_getChangeControl#237#274
