block1.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/actions/DiscardChangesAction.java_execute#31#57
block3.java_method#1#15,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/actions/DiscardChangesAction.java_execute#31#57,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/actions/BranchAction.java_execute#37#75
block2.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/actions/DiscardChangesAction.java_execute#31#57,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/repository/RepositoriesView.java_checkoutBranch#1148#1184,/home/gesad/PycharmProjects/Diff/befores/egit/before_664_2/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/actions/BranchAction.java_execute#37#75
