block3.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90275_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/WorkbenchEditorsDialog.java_widgetSelected#113#125
block0.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90275_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/WorkingSetConfigurationBlock.java_widgetSelected#356#375,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_90275_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/WorkingSetConfigurationBlock.java_createContent#318#400
