review_number,type_of_revisions,clone_exists
1505,multipla,uninteresting_clone
1509,unica,no_clone
1511,multipla,no_clone
1522,unica,no_clone
1523,unica,no_clone
1524,unica,no_clone
1525,unica,no_clone
1527,unica,no_clone
1528,unica,no_clone
1529,unica,no_clone
1534,multipla,no_clone
1542,unica,no_clone
1543,unica,no_clone
1544,unica,no_clone
1545,unica,review with at least one clone
1547,multipla,no_clone
1548,multipla,no_clone
1550,multipla,no_clone
1552,unica,no_clone
1554,unica,no_clone
1555,multipla,no_clone
1556,multipla,no_clone
1557,multipla,no_clone
1559,multipla,no_clone
1567,unica,no_clone
1575,multipla,uninteresting_clone
1580,multipla,no_clone
1582,unica,no_clone
1583,unica,no_clone
1584,unica,no_clone
1585,multipla,no_clone
1586,multipla,no_clone
1587,multipla,no_clone
1597,unica,no_clone
1599,unica,no_clone
1601,unica,no_clone
1602,multipla,no_clone
1603,unica,no_clone
1604,unica,no_clone
1606,unica,no_clone
1608,unica,no_clone
1609,unica,no_clone
1610,multipla,no_clone
1613,multipla,no_clone
1614,multipla,no_clone
1615,unica,no_clone
1619,unica,no_clone
1620,unica,no_clone
1628,unica,no_clone
1629,multipla,review with at least one clone
1635,unica,no_clone
1638,multipla,no_clone
1639,multipla,review with at least one clone
1640,multipla,no_clone
1641,multipla,uninteresting_clone
1642,multipla,no_clone
1643,multipla,no_clone
1644,multipla,review with at least one clone
1645,multipla,no_clone
1646,multipla,no_clone
1647,unica,no_clone
1648,unica,no_clone
1649,unica,no_clone
1651,unica,no_clone
1652,unica,no_clone
1655,unica,no_clone
1656,unica,no_clone
1660,unica,no_clone
1661,multipla,no_clone
1662,multipla,review with at least one clone
1663,multipla,no_clone
1664,unica,no_clone
1665,multipla,uninteresting_clone
1666,multipla,no_clone
1667,multipla,no_clone
1669,multipla,no_clone
1670,unica,no_clone
1671,multipla,no_clone
1672,multipla,no_clone
1681,unica,no_clone
1690,multipla,review with at least one clone
1696,multipla,no_clone
1699,multipla,no_clone
1700,multipla,no_clone
1701,multipla,no_clone
1702,multipla,no_clone
1703,multipla,review with at least one clone
1704,multipla,no_clone
1706,unica,no_clone
1707,multipla,no_clone
1708,unica,no_clone
1709,unica,no_clone
1710,unica,no_clone
1712,unica,no_clone
1716,unica,no_clone
1717,unica,no_clone
1718,unica,no_clone
1719,unica,review with at least one clone
1720,unica,no_clone
1721,multipla,no_clone
1722,multipla,no_clone
1723,unica,no_clone
1724,multipla,no_clone
1727,multipla,review with at least one clone
1731,unica,no_clone
1732,unica,no_clone
1733,unica,no_clone
1734,multipla,no_clone
1738,unica,no_clone
1739,multipla,no_clone
1741,unica,no_clone
1742,unica,no_clone
1743,unica,no_clone
1744,unica,no_clone
1747,multipla,review with at least one clone
1755,multipla,no_clone
1757,multipla,no_clone
1758,multipla,no_clone
1759,unica,no_clone
1760,unica,no_clone
1770,multipla,no_clone
1772,multipla,no_clone
1779,multipla,review with at least one clone
1782,multipla,no_clone
1784,unica,no_clone
1785,multipla,no_clone
1786,unica,no_clone
1800,unica,no_clone
1803,unica,no_clone
1804,unica,no_clone
1809,multipla,no_clone
1810,multipla,no_clone
1811,unica,no_clone
1812,unica,no_clone
1813,unica,no_clone
1814,unica,no_clone
1815,multipla,no_clone
1817,unica,no_clone
1818,unica,no_clone
1819,unica,no_clone
1820,unica,no_clone
1821,unica,no_clone
1822,unica,no_clone
1823,multipla,no_clone
1824,unica,no_clone
1828,unica,no_clone
1829,multipla,no_clone
1830,multipla,no_clone
1831,multipla,uninteresting_clone
1832,multipla,no_clone
1833,multipla,no_clone
1842,unica,no_clone
1843,unica,no_clone
1844,multipla,no_clone
1845,unica,uninteresting_clone
1846,multipla,uninteresting_clone
1847,multipla,no_clone
1848,multipla,no_clone
1849,multipla,no_clone
1850,multipla,no_clone
1851,multipla,no_clone
1852,multipla,no_clone
1853,multipla,no_clone
1854,multipla,uninteresting_clone
1855,multipla,no_clone
1857,multipla,no_clone
1858,unica,no_clone
1859,unica,no_clone
1861,multipla,no_clone
1862,unica,no_clone
1863,multipla,no_clone
1864,multipla,no_clone
1865,unica,uninteresting_clone
1867,multipla,no_clone
1869,unica,no_clone
1870,unica,no_clone
1874,unica,review with at least one clone
1875,unica,no_clone
1876,multipla,no_clone
1877,unica,no_clone
1879,unica,no_clone
1880,unica,no_clone
1881,unica,no_clone
1882,unica,no_clone
1883,multipla,no_clone
1884,multipla,no_clone
1885,multipla,no_clone
1886,multipla,no_clone
1888,multipla,no_clone
1889,multipla,no_clone
1890,multipla,no_clone
1891,multipla,no_clone
1892,multipla,no_clone
1893,multipla,no_clone
1894,unica,no_clone
1895,unica,no_clone
1897,unica,no_clone
1898,unica,no_clone
1899,unica,review with at least one clone
1900,unica,no_clone
1901,unica,review with at least one clone
1902,unica,no_clone
1903,unica,no_clone
1904,unica,no_clone
1905,unica,no_clone
1906,unica,no_clone
1908,unica,no_clone
1909,multipla,no_clone
1910,multipla,no_clone
1925,unica,no_clone
1926,unica,no_clone
1927,multipla,no_clone
1929,multipla,uninteresting_clone
1937,unica,no_clone
1938,multipla,uninteresting_clone
1939,multipla,uninteresting_clone
1940,multipla,no_clone
1948,multipla,review with at least one clone
1952,unica,no_clone
1953,multipla,no_clone
1957,multipla,no_clone
1958,multipla,no_clone
1968,multipla,uninteresting_clone
1970,multipla,no_clone
1971,unica,no_clone
1977,unica,no_clone
1978,unica,no_clone
1979,unica,no_clone
1980,unica,no_clone
1981,multipla,no_clone
1982,multipla,no_clone
1983,unica,no_clone
1984,unica,no_clone
1985,unica,no_clone
1986,multipla,no_clone
1988,unica,no_clone
1989,unica,no_clone
1991,unica,no_clone
1992,unica,no_clone
2014,multipla,no_clone
2015,unica,no_clone
2026,unica,no_clone
2027,unica,no_clone
2028,unica,no_clone
2029,unica,no_clone
2030,unica,no_clone
2031,unica,no_clone
2032,multipla,no_clone
2033,multipla,no_clone
2034,unica,no_clone
2035,multipla,no_clone
2036,unica,no_clone
2037,unica,no_clone
2038,unica,no_clone
2039,unica,no_clone
2040,multipla,no_clone
2042,unica,no_clone
2043,unica,uninteresting_clone
2048,unica,no_clone
2049,unica,review with at least one clone
2053,multipla,no_clone
2054,multipla,no_clone
2055,multipla,no_clone
2057,unica,no_clone
2058,unica,no_clone
2063,multipla,no_clone
2064,unica,no_clone
2065,multipla,no_clone
2066,multipla,no_clone
2067,multipla,no_clone
2068,multipla,no_clone
2069,multipla,no_clone
2070,multipla,no_clone
2071,multipla,no_clone
2072,multipla,no_clone
2073,multipla,no_clone
2074,multipla,no_clone
2075,multipla,no_clone
2076,multipla,no_clone
2081,multipla,no_clone
2083,multipla,no_clone
2093,unica,no_clone
2095,unica,review with at least one clone
2096,unica,no_clone
2097,unica,no_clone
2098,unica,no_clone
2099,multipla,no_clone
2100,unica,no_clone
2101,multipla,no_clone
2102,unica,no_clone
2104,multipla,no_clone
2105,multipla,uninteresting_clone
2106,multipla,no_clone
2109,multipla,review with at least one clone
2110,unica,no_clone
2111,multipla,no_clone
2112,multipla,no_clone
2113,unica,no_clone
2114,multipla,no_clone
2115,multipla,no_clone
2116,multipla,no_clone
2117,multipla,no_clone
2118,multipla,no_clone
2119,multipla,no_clone
2120,multipla,uninteresting_clone
2125,multipla,no_clone
2126,multipla,no_clone
2127,multipla,no_clone
2129,unica,no_clone
2130,unica,no_clone
2131,unica,no_clone
2132,unica,no_clone
2133,multipla,no_clone
2134,multipla,no_clone
2135,unica,no_clone
2136,multipla,no_clone
2137,unica,no_clone
2139,multipla,uninteresting_clone
2142,multipla,no_clone
2145,unica,no_clone
2148,unica,no_clone
2149,unica,no_clone
2153,unica,no_clone
2156,unica,no_clone
2158,unica,no_clone
2159,unica,no_clone
2161,unica,no_clone
2166,unica,no_clone
2167,unica,no_clone
2168,unica,no_clone
2171,multipla,no_clone
2172,multipla,review with at least one clone
2173,unica,no_clone
2174,multipla,no_clone
2175,multipla,no_clone
2176,multipla,no_clone
2177,multipla,review with at least one clone
2183,unica,no_clone
2184,unica,no_clone
2185,multipla,no_clone
2195,unica,no_clone
2196,multipla,no_clone
2197,multipla,no_clone
2198,multipla,no_clone
2199,multipla,no_clone
2200,multipla,no_clone
2201,unica,uninteresting_clone
2203,unica,no_clone
2204,unica,no_clone
2205,multipla,review with at least one clone
2207,multipla,no_clone
2211,multipla,no_clone
2212,unica,no_clone
2214,unica,no_clone
2216,unica,no_clone
2219,multipla,no_clone
2223,unica,no_clone
2228,multipla,no_clone
2231,multipla,no_clone
2236,unica,no_clone
2237,unica,no_clone
2240,unica,no_clone
2245,multipla,no_clone
2252,multipla,review with at least one clone
2262,unica,no_clone
2263,multipla,no_clone
2292,unica,no_clone
2293,multipla,review with at least one clone
2294,multipla,uninteresting_clone
2295,multipla,no_clone
2304,multipla,uninteresting_clone
2309,multipla,no_clone
2310,multipla,no_clone
2311,multipla,no_clone
2312,multipla,no_clone
2316,multipla,no_clone
2317,unica,uninteresting_clone
2318,multipla,no_clone
2322,multipla,no_clone
2327,multipla,no_clone
2328,multipla,no_clone
2333,multipla,no_clone
2337,multipla,no_clone
2340,unica,no_clone
2341,unica,no_clone
2342,unica,review with at least one clone
2343,multipla,review with at least one clone
2345,multipla,no_clone
2346,unica,no_clone
2348,multipla,no_clone
2350,multipla,no_clone
2351,multipla,no_clone
2353,unica,no_clone
2357,unica,no_clone
2358,unica,no_clone
2359,unica,no_clone
2361,multipla,no_clone
2362,unica,no_clone
2363,unica,no_clone
2364,multipla,no_clone
2365,multipla,review with at least one clone
2366,unica,no_clone
2367,unica,no_clone
2369,multipla,no_clone
2371,multipla,review with at least one clone
2376,unica,review with at least one clone
2379,unica,no_clone
2381,unica,no_clone
2382,unica,review with at least one clone
2383,multipla,no_clone
2384,multipla,no_clone
2385,multipla,no_clone
2386,multipla,no_clone
2387,multipla,no_clone
2388,multipla,no_clone
2396,unica,uninteresting_clone
2400,unica,no_clone
2402,unica,no_clone
2403,unica,no_clone
2410,unica,review with at least one clone
2411,multipla,no_clone
2416,multipla,no_clone
2417,unica,no_clone
2425,unica,no_clone
2426,unica,no_clone
2427,unica,no_clone
2428,unica,no_clone
2429,unica,no_clone
2430,multipla,no_clone
2431,multipla,no_clone
2432,multipla,no_clone
2433,multipla,no_clone
2435,unica,no_clone
2439,multipla,no_clone
2440,multipla,no_clone
2441,multipla,no_clone
2443,multipla,no_clone
2449,multipla,no_clone
2450,multipla,no_clone
2451,unica,no_clone
2452,unica,no_clone
2453,unica,no_clone
2456,multipla,no_clone
2461,multipla,no_clone
2462,multipla,no_clone
2463,unica,no_clone
2467,unica,no_clone
2469,unica,no_clone
2481,unica,no_clone
2482,unica,no_clone
2483,unica,no_clone
2487,unica,no_clone
2491,unica,uninteresting_clone
2492,multipla,no_clone
2495,unica,no_clone
2507,unica,no_clone
2508,unica,no_clone
2509,unica,no_clone
2510,unica,no_clone
2511,unica,review with at least one clone
2514,unica,no_clone
2519,unica,no_clone
2523,multipla,no_clone
2529,unica,no_clone
2531,multipla,no_clone
2535,multipla,no_clone
2537,unica,no_clone
2538,unica,no_clone
2539,unica,no_clone
2540,unica,no_clone
2541,unica,no_clone
2542,unica,no_clone
2543,unica,no_clone
2544,unica,no_clone
2545,unica,no_clone
2546,unica,no_clone
2547,unica,no_clone
2556,multipla,no_clone
2562,multipla,no_clone
2564,multipla,no_clone
2566,unica,no_clone
2572,unica,no_clone
2575,multipla,no_clone
2581,unica,no_clone
2582,multipla,no_clone
2583,multipla,no_clone
2586,multipla,no_clone
2587,multipla,no_clone
2597,multipla,no_clone
2604,unica,no_clone
2605,unica,no_clone
2606,multipla,no_clone
2613,unica,no_clone
2614,unica,no_clone
2615,unica,no_clone
2617,unica,no_clone
2619,unica,no_clone
2620,unica,no_clone
2621,unica,no_clone
2622,unica,no_clone
2628,unica,no_clone
2629,unica,no_clone
2630,unica,no_clone
2631,unica,no_clone
2632,multipla,no_clone
2635,multipla,no_clone
2637,unica,no_clone
2638,unica,no_clone
2639,multipla,no_clone
2640,unica,no_clone
2641,unica,no_clone
2642,unica,no_clone
2643,unica,review with at least one clone
2644,unica,review with at least one clone
2645,multipla,no_clone
2646,multipla,no_clone
2647,multipla,no_clone
2649,unica,review with at least one clone
2651,unica,no_clone
2652,unica,no_clone
2655,multipla,no_clone
2656,multipla,no_clone
2658,unica,no_clone
2659,unica,no_clone
2660,unica,no_clone
2661,unica,no_clone
2662,unica,no_clone
2663,unica,no_clone
2664,unica,no_clone
2666,multipla,review with at least one clone
2667,multipla,no_clone
2668,unica,no_clone
2670,unica,no_clone
2673,unica,no_clone
2674,unica,no_clone
