review_number,type_of_revisions,clone_exists
11801,unica,no_clone
11802,unica,no_clone
11803,unica,no_clone
11804,multipla,no_clone
11805,multipla,no_clone
11806,multipla,no_clone
11807,multipla,no_clone
11838,multipla,no_clone
11850,multipla,uninteresting_clone
11857,multipla,no_clone
11866,multipla,no_clone
11876,multipla,no_clone
11885,unica,no_clone
11887,multipla,no_clone
11891,multipla,no_clone
11910,unica,no_clone
11925,multipla,no_clone
11953,multipla,no_clone
11954,multipla,no_clone
11962,unica,review with at least one clone
12006,multipla,no_clone
12036,multipla,no_clone
12039,multipla,no_clone
12040,unica,no_clone
12072,unica,no_clone
12075,unica,no_clone
12076,unica,no_clone
12097,unica,no_clone
12101,unica,no_clone
12223,multipla,uninteresting_clone
12225,multipla,no_clone
12243,unica,no_clone
12252,multipla,no_clone
12262,multipla,no_clone
12268,unica,no_clone
12269,multipla,no_clone
12272,unica,no_clone
12273,unica,no_clone
12274,unica,no_clone
12275,multipla,no_clone
12279,multipla,no_clone
12280,multipla,uninteresting_clone
12310,unica,no_clone
12408,multipla,no_clone
12409,unica,no_clone
12414,unica,no_clone
12421,multipla,no_clone
12422,multipla,no_clone
12438,multipla,no_clone
12470,multipla,uninteresting_clone
12488,unica,no_clone
12499,multipla,no_clone
12500,multipla,no_clone
12501,multipla,review with at least one clone
12502,multipla,no_clone
12503,multipla,no_clone
12504,multipla,no_clone
12516,multipla,no_clone
12517,multipla,no_clone
12543,multipla,no_clone
12544,multipla,no_clone
12552,multipla,no_clone
12553,multipla,no_clone
12561,multipla,no_clone
12562,multipla,no_clone
12563,multipla,no_clone
12580,unica,no_clone
12619,unica,no_clone
12654,unica,no_clone
12662,unica,no_clone
12668,multipla,no_clone
12672,multipla,review with at least one clone
12681,multipla,no_clone
12701,multipla,review with at least one clone
12712,multipla,no_clone
12771,unica,no_clone
12851,multipla,no_clone
12885,unica,no_clone
12953,multipla,no_clone
12962,multipla,no_clone
12968,unica,no_clone
12969,multipla,no_clone
12974,unica,no_clone
13017,multipla,no_clone
13060,unica,no_clone
13091,unica,no_clone
13093,unica,no_clone
13100,multipla,no_clone
13148,unica,no_clone
13153,multipla,no_clone
13155,unica,no_clone
13161,multipla,no_clone
13242,multipla,no_clone
13285,multipla,no_clone
13295,multipla,no_clone
13304,unica,no_clone
13307,multipla,no_clone
13320,unica,no_clone
13333,unica,review with at least one clone
13352,multipla,no_clone
13353,multipla,no_clone
13354,multipla,no_clone
13369,unica,no_clone
13463,unica,no_clone
13464,multipla,no_clone
13465,multipla,no_clone
13466,multipla,no_clone
13467,unica,no_clone
13529,unica,no_clone
13551,unica,no_clone
13565,unica,no_clone
13608,unica,no_clone
13609,multipla,no_clone
13633,unica,no_clone
13634,unica,no_clone
13669,multipla,no_clone
13717,multipla,no_clone
13792,unica,no_clone
13798,unica,no_clone
13799,unica,no_clone
13832,unica,no_clone
13833,multipla,no_clone
13834,unica,no_clone
13836,multipla,no_clone
13837,unica,no_clone
13844,multipla,no_clone
13845,multipla,no_clone
13846,multipla,no_clone
13897,multipla,no_clone
13898,multipla,no_clone
13899,multipla,no_clone
13900,multipla,no_clone
13938,unica,no_clone
13940,unica,no_clone
13943,unica,no_clone
13995,unica,no_clone
13996,multipla,no_clone
13997,unica,no_clone
13999,multipla,no_clone
14002,multipla,review with at least one clone
14003,multipla,no_clone
14153,multipla,no_clone
14154,multipla,no_clone
14164,multipla,uninteresting_clone
14293,unica,no_clone
14313,multipla,no_clone
14314,multipla,no_clone
14322,unica,no_clone
14323,unica,no_clone
14347,multipla,no_clone
14351,unica,no_clone
14357,unica,no_clone
14373,unica,no_clone
14392,unica,no_clone
14393,multipla,no_clone
14394,multipla,uninteresting_clone
14395,multipla,no_clone
14402,multipla,no_clone
14421,unica,no_clone
14442,multipla,no_clone
14449,unica,no_clone
14465,unica,no_clone
14466,multipla,no_clone
14562,multipla,no_clone
14628,unica,no_clone
14629,unica,no_clone
14662,multipla,no_clone
14665,unica,no_clone
14698,multipla,uninteresting_clone
14720,multipla,no_clone
14725,multipla,review with at least one clone
14726,multipla,no_clone
14871,multipla,no_clone
14876,multipla,no_clone
14898,multipla,review with at least one clone
14922,multipla,no_clone
15002,multipla,no_clone
15007,multipla,no_clone
15042,multipla,no_clone
15073,unica,no_clone
15110,unica,no_clone
15123,multipla,review with at least one clone
15124,multipla,no_clone
15129,multipla,no_clone
15148,unica,no_clone
15149,unica,no_clone
15227,unica,no_clone
15253,multipla,no_clone
15293,multipla,no_clone
15312,multipla,no_clone
15364,multipla,review with at least one clone
15384,unica,no_clone
15389,multipla,no_clone
15390,multipla,no_clone
15391,multipla,no_clone
15392,multipla,no_clone
15393,multipla,no_clone
15394,multipla,no_clone
15395,multipla,no_clone
15396,multipla,no_clone
15397,multipla,no_clone
15398,unica,no_clone
15540,multipla,no_clone
15575,unica,no_clone
15576,multipla,uninteresting_clone
15577,multipla,no_clone
15578,multipla,no_clone
15579,multipla,no_clone
15580,multipla,uninteresting_clone
15581,multipla,no_clone
15582,multipla,no_clone
15703,unica,no_clone
15704,unica,no_clone
15705,unica,no_clone
15706,unica,no_clone
15707,unica,no_clone
15708,unica,no_clone
15709,unica,no_clone
15710,unica,no_clone
15809,unica,no_clone
15858,multipla,no_clone
15918,unica,no_clone
15921,multipla,no_clone
15955,multipla,uninteresting_clone
16017,unica,no_clone
16087,unica,no_clone
16102,unica,no_clone
16115,unica,no_clone
16122,unica,no_clone
16128,unica,no_clone
16136,multipla,no_clone
16138,unica,no_clone
16212,unica,no_clone
16318,unica,no_clone
16331,unica,no_clone
16347,unica,no_clone
16450,unica,no_clone
16457,unica,no_clone
16483,unica,no_clone
16503,unica,no_clone
16580,multipla,no_clone
16618,multipla,no_clone
16674,multipla,no_clone
16709,multipla,no_clone
16710,unica,no_clone
16711,multipla,no_clone
16755,multipla,no_clone
16774,multipla,no_clone
16777,multipla,no_clone
16778,unica,no_clone
16792,unica,uninteresting_clone
16825,multipla,no_clone
16830,unica,no_clone
16840,unica,no_clone
16972,unica,no_clone
16999,unica,no_clone
17001,unica,uninteresting_clone
17002,multipla,no_clone
17072,multipla,no_clone
17088,multipla,no_clone
17122,multipla,no_clone
17129,multipla,no_clone
17135,multipla,no_clone
17143,unica,no_clone
17145,multipla,no_clone
17160,unica,no_clone
17176,unica,no_clone
17230,unica,no_clone
17237,multipla,no_clone
17238,multipla,no_clone
17283,unica,no_clone
17284,multipla,no_clone
17285,multipla,no_clone
17286,multipla,no_clone
17362,multipla,no_clone
17433,multipla,no_clone
17436,multipla,no_clone
17590,multipla,uninteresting_clone
17616,unica,no_clone
17618,multipla,no_clone
17619,unica,no_clone
17633,multipla,no_clone
17634,multipla,no_clone
17643,multipla,review with at least one clone
17719,unica,no_clone
17887,multipla,no_clone
17894,multipla,no_clone
17949,multipla,uninteresting_clone
17955,multipla,no_clone
17963,unica,no_clone
17982,unica,no_clone
17983,unica,no_clone
17984,unica,no_clone
17985,unica,no_clone
17986,unica,no_clone
17987,unica,no_clone
17988,unica,no_clone
17989,unica,no_clone
17990,multipla,no_clone
17991,multipla,no_clone
17992,multipla,no_clone
17993,multipla,no_clone
17994,multipla,no_clone
17995,multipla,no_clone
18066,unica,no_clone
18070,unica,no_clone
18093,multipla,no_clone
18112,unica,no_clone
18116,unica,uninteresting_clone
18118,multipla,uninteresting_clone
18211,multipla,no_clone
18212,multipla,no_clone
18247,unica,no_clone
18248,multipla,no_clone
18249,multipla,no_clone
18250,multipla,no_clone
18251,multipla,no_clone
18259,unica,no_clone
18264,multipla,no_clone
18299,multipla,no_clone
18301,multipla,no_clone
18337,unica,no_clone
18339,unica,no_clone
18353,unica,no_clone
18357,unica,no_clone
18362,unica,no_clone
18370,unica,no_clone
18445,unica,no_clone
18512,unica,no_clone
18560,multipla,no_clone
18666,multipla,uninteresting_clone
18669,unica,uninteresting_clone
18679,unica,no_clone
18691,multipla,no_clone
18776,multipla,no_clone
18969,multipla,no_clone
18970,multipla,review with at least one clone
18977,multipla,review with at least one clone
18980,multipla,no_clone
18998,multipla,no_clone
19053,multipla,no_clone
19059,multipla,no_clone
19078,multipla,no_clone
19100,multipla,no_clone
19131,unica,no_clone
19179,multipla,uninteresting_clone
19209,multipla,no_clone
19237,multipla,no_clone
19271,unica,no_clone
19349,unica,review with at least one clone
19397,multipla,no_clone
19409,unica,no_clone
19429,unica,uninteresting_clone
19450,multipla,no_clone
19510,multipla,no_clone
19511,multipla,no_clone
19546,multipla,no_clone
19567,unica,no_clone
19586,unica,review with at least one clone
19598,multipla,no_clone
19615,unica,no_clone
19673,multipla,no_clone
19762,unica,review with at least one clone
19837,unica,no_clone
19838,unica,no_clone
19839,multipla,no_clone
19840,unica,no_clone
19887,multipla,no_clone
19977,unica,no_clone
19997,unica,no_clone
20009,unica,no_clone
20087,unica,no_clone
20095,multipla,no_clone
20113,multipla,no_clone
20166,multipla,no_clone
20173,multipla,no_clone
20174,multipla,no_clone
20176,multipla,no_clone
20179,unica,no_clone
20302,unica,no_clone
20305,multipla,no_clone
20316,unica,no_clone
20317,unica,no_clone
20320,multipla,uninteresting_clone
20542,multipla,no_clone
20543,multipla,no_clone
20599,multipla,no_clone
20618,multipla,no_clone
20619,unica,no_clone
20620,multipla,no_clone
20622,unica,no_clone
20635,unica,no_clone
20649,unica,uninteresting_clone
20733,unica,no_clone
20785,multipla,no_clone
20796,unica,no_clone
20798,multipla,no_clone
20799,multipla,no_clone
21073,unica,no_clone
21094,multipla,no_clone
21135,multipla,no_clone
21178,unica,no_clone
21179,unica,no_clone
21180,unica,no_clone
21181,multipla,review with at least one clone
21182,multipla,no_clone
21183,multipla,no_clone
21225,multipla,no_clone
21226,multipla,no_clone
21227,multipla,no_clone
21302,unica,no_clone
21328,multipla,no_clone
21332,unica,no_clone
21362,multipla,no_clone
21424,unica,no_clone
21432,multipla,no_clone
21493,multipla,no_clone
21585,multipla,no_clone
21652,multipla,no_clone
21845,multipla,no_clone
22015,unica,no_clone
22024,unica,no_clone
22025,unica,no_clone
22026,unica,review with at least one clone
22057,multipla,no_clone
22058,multipla,no_clone
22059,multipla,review with at least one clone
22060,multipla,no_clone
22090,multipla,review with at least one clone
22091,multipla,no_clone
22135,multipla,no_clone
22136,multipla,no_clone
22137,multipla,no_clone
22160,multipla,review with at least one clone
22194,multipla,no_clone
22277,unica,no_clone
22280,unica,no_clone
22338,multipla,no_clone
22393,unica,no_clone
22408,unica,no_clone
22441,multipla,review with at least one clone
22445,unica,no_clone
22446,multipla,no_clone
22451,unica,no_clone
22453,unica,no_clone
22454,multipla,no_clone
22456,multipla,no_clone
22458,unica,no_clone
22459,unica,no_clone
22461,multipla,no_clone
22462,unica,no_clone
22486,multipla,no_clone
22487,multipla,no_clone
22488,multipla,no_clone
22489,multipla,no_clone
22505,unica,no_clone
22529,multipla,no_clone
22559,multipla,no_clone
22562,multipla,no_clone
22563,multipla,no_clone
22564,unica,no_clone
22652,multipla,no_clone
22653,multipla,no_clone
22654,multipla,no_clone
22690,unica,no_clone
22704,multipla,no_clone
22712,unica,no_clone
22716,multipla,no_clone
22717,unica,no_clone
22735,unica,no_clone
22803,unica,no_clone
22881,unica,no_clone
22888,unica,no_clone
22889,unica,no_clone
22892,unica,no_clone
22893,unica,no_clone
22901,unica,no_clone
22928,multipla,no_clone
23067,unica,no_clone
23079,multipla,no_clone
23080,multipla,no_clone
23086,multipla,no_clone
23088,unica,no_clone
23091,unica,no_clone
23093,unica,no_clone
23200,multipla,review with at least one clone
23218,unica,no_clone
23222,unica,no_clone
23224,multipla,no_clone
23225,multipla,no_clone
23226,multipla,no_clone
23227,multipla,uninteresting_clone
23229,multipla,no_clone
23230,multipla,review with at least one clone
23255,unica,no_clone
23277,multipla,uninteresting_clone
23280,multipla,no_clone
23287,unica,no_clone
23288,multipla,no_clone
23289,multipla,no_clone
23297,multipla,no_clone
23298,multipla,no_clone
23314,multipla,no_clone
23351,multipla,no_clone
23401,multipla,no_clone
23409,multipla,no_clone
23438,unica,review with at least one clone
23439,multipla,no_clone
23441,multipla,no_clone
23515,unica,no_clone
23553,unica,no_clone
23700,unica,no_clone
23818,unica,no_clone
23827,unica,no_clone
23836,unica,no_clone
23847,unica,review with at least one clone
23904,multipla,no_clone
23924,unica,no_clone
23925,unica,no_clone
23991,unica,no_clone
24000,multipla,no_clone
24002,multipla,no_clone
24067,unica,no_clone
24141,multipla,no_clone
24142,multipla,no_clone
24143,multipla,no_clone
24160,multipla,no_clone
24165,multipla,no_clone
24167,multipla,no_clone
24175,unica,no_clone
24295,unica,no_clone
24406,unica,no_clone
24407,multipla,no_clone
24408,multipla,no_clone
24410,multipla,no_clone
24411,unica,no_clone
24415,multipla,no_clone
24549,multipla,no_clone
24678,multipla,no_clone
24679,multipla,no_clone
24680,multipla,review with at least one clone
24681,multipla,uninteresting_clone
24886,unica,no_clone
24887,multipla,no_clone
24916,multipla,no_clone
24921,multipla,no_clone
24923,unica,no_clone
24924,unica,no_clone
25172,unica,no_clone
25239,multipla,no_clone
25243,multipla,no_clone
25244,multipla,no_clone
25245,multipla,no_clone
25246,unica,no_clone
25247,unica,no_clone
25249,multipla,no_clone
25269,unica,no_clone
25285,multipla,no_clone
25286,multipla,uninteresting_clone
25293,unica,no_clone
25307,multipla,no_clone
25308,multipla,no_clone
25309,multipla,no_clone
25310,multipla,no_clone
25311,multipla,no_clone
25313,multipla,no_clone
25314,multipla,no_clone
25449,multipla,no_clone
25523,multipla,no_clone
25591,multipla,no_clone
25592,multipla,no_clone
25603,multipla,no_clone
25604,multipla,no_clone
25606,unica,no_clone
25612,multipla,no_clone
25627,multipla,no_clone
25629,multipla,no_clone
25633,multipla,no_clone
25753,multipla,uninteresting_clone
25905,multipla,no_clone
25920,unica,no_clone
25996,unica,no_clone
25997,unica,no_clone
25998,multipla,no_clone
25999,multipla,uninteresting_clone
26000,multipla,no_clone
26074,multipla,uninteresting_clone
26076,multipla,no_clone
26112,unica,no_clone
26152,multipla,no_clone
26169,unica,no_clone
26195,multipla,uninteresting_clone
26212,multipla,review with at least one clone
26341,multipla,no_clone
26422,multipla,no_clone
26699,unica,no_clone
26765,multipla,no_clone
26806,multipla,no_clone
26992,unica,no_clone
27049,multipla,uninteresting_clone
27050,unica,no_clone
27051,unica,no_clone
27059,unica,no_clone
27063,unica,no_clone
27064,unica,no_clone
27109,multipla,no_clone
27143,multipla,review with at least one clone
27249,multipla,no_clone
27257,unica,no_clone
27323,unica,no_clone
27324,multipla,review with at least one clone
27325,multipla,no_clone
27340,multipla,no_clone
27473,unica,no_clone
27474,unica,no_clone
27580,multipla,no_clone
27593,multipla,no_clone
27594,multipla,no_clone
27621,multipla,review with at least one clone
27754,multipla,no_clone
27755,unica,no_clone
27907,multipla,no_clone
27955,unica,no_clone
27994,unica,no_clone
28000,unica,no_clone
28022,unica,no_clone
28023,multipla,uninteresting_clone
28048,multipla,no_clone
28049,unica,no_clone
28071,unica,no_clone
28080,multipla,review with at least one clone
28085,multipla,no_clone
28087,multipla,no_clone
28095,unica,no_clone
28157,multipla,no_clone
28195,unica,no_clone
28216,multipla,no_clone
28264,unica,no_clone
28308,multipla,no_clone
28350,unica,no_clone
28368,unica,no_clone
28369,unica,no_clone
28404,unica,no_clone
28446,unica,no_clone
28447,unica,no_clone
28451,unica,no_clone
28479,multipla,no_clone
28538,multipla,no_clone
28539,multipla,no_clone
28540,multipla,no_clone
28541,multipla,no_clone
28542,multipla,no_clone
28667,unica,no_clone
28676,multipla,no_clone
28838,unica,no_clone
28841,unica,no_clone
28842,unica,no_clone
29154,multipla,no_clone
29155,multipla,no_clone
29156,multipla,no_clone
29157,multipla,no_clone
29161,multipla,no_clone
29170,multipla,no_clone
29185,unica,no_clone
29186,unica,no_clone
29429,multipla,no_clone
29769,multipla,no_clone
29770,multipla,no_clone
29771,multipla,no_clone
29780,unica,no_clone
29781,unica,no_clone
29941,multipla,no_clone
29942,multipla,no_clone
29943,multipla,no_clone
29944,multipla,no_clone
29945,multipla,no_clone
29946,multipla,no_clone
29947,multipla,no_clone
29948,multipla,no_clone
29949,multipla,no_clone
29950,multipla,no_clone
29951,multipla,no_clone
29952,multipla,no_clone
29959,multipla,no_clone
30026,multipla,uninteresting_clone
30128,multipla,uninteresting_clone
30156,multipla,no_clone
30159,multipla,no_clone
30237,unica,no_clone
30238,unica,no_clone
30239,unica,uninteresting_clone
30240,unica,no_clone
30241,unica,no_clone
30326,multipla,review with at least one clone
30438,unica,no_clone
30526,multipla,no_clone
30549,multipla,no_clone
30554,multipla,no_clone
30561,multipla,no_clone
30562,multipla,uninteresting_clone
30585,multipla,no_clone
30699,multipla,uninteresting_clone
30726,multipla,no_clone
30727,multipla,no_clone
30742,unica,no_clone
30764,multipla,no_clone
30765,multipla,no_clone
30766,multipla,no_clone
30767,multipla,no_clone
30858,multipla,no_clone
30915,multipla,no_clone
30924,unica,no_clone
30936,unica,no_clone
30937,multipla,no_clone
30982,unica,no_clone
31042,unica,no_clone
31081,multipla,no_clone
31148,multipla,no_clone
31150,multipla,uninteresting_clone
31311,multipla,no_clone
31312,unica,no_clone
31326,unica,no_clone
31329,multipla,no_clone
31330,multipla,no_clone
31336,unica,review with at least one clone
31366,multipla,no_clone
31482,multipla,no_clone
31501,multipla,no_clone
31552,unica,no_clone
31562,unica,no_clone
31598,unica,no_clone
31603,multipla,no_clone
31604,multipla,review with at least one clone
31752,unica,no_clone
31766,multipla,no_clone
31771,multipla,no_clone
31786,unica,no_clone
31802,multipla,no_clone
31803,unica,no_clone
31853,unica,uninteresting_clone
31855,unica,uninteresting_clone
31893,unica,no_clone
31944,multipla,no_clone
32065,unica,no_clone
32434,multipla,no_clone
32444,unica,review with at least one clone
32518,unica,no_clone
32541,multipla,uninteresting_clone
32576,unica,no_clone
32626,unica,no_clone
32665,multipla,uninteresting_clone
32883,unica,review with at least one clone
32924,unica,no_clone
32993,unica,no_clone
33011,unica,no_clone
33014,unica,no_clone
33054,unica,no_clone
33219,multipla,no_clone
33503,multipla,no_clone
33510,unica,no_clone
33733,multipla,no_clone
33734,multipla,no_clone
33799,multipla,no_clone
33813,multipla,no_clone
33890,unica,no_clone
33891,unica,no_clone
33892,unica,no_clone
33906,multipla,no_clone
33939,unica,no_clone
33963,unica,no_clone
33968,unica,no_clone
34054,multipla,no_clone
34439,multipla,no_clone
34679,unica,no_clone
34727,unica,no_clone
34742,multipla,no_clone
34778,unica,no_clone
34779,unica,no_clone
34780,unica,no_clone
34781,unica,no_clone
34782,unica,no_clone
34784,unica,no_clone
34828,unica,no_clone
34832,unica,no_clone
34956,unica,no_clone
35029,unica,no_clone
35079,multipla,review with at least one clone
35092,unica,no_clone
35125,multipla,no_clone
35126,multipla,no_clone
35190,multipla,no_clone
35295,multipla,no_clone
35377,multipla,no_clone
35415,multipla,no_clone
35476,multipla,no_clone
35477,multipla,no_clone
35665,multipla,review with at least one clone
35693,multipla,no_clone
35790,multipla,uninteresting_clone
35791,multipla,uninteresting_clone
35792,multipla,no_clone
35815,multipla,review with at least one clone
35818,multipla,no_clone
35854,unica,no_clone
35864,unica,no_clone
35932,multipla,no_clone
35975,unica,no_clone
35996,multipla,no_clone
36004,unica,no_clone
36005,unica,no_clone
36058,multipla,no_clone
36063,multipla,no_clone
36091,unica,no_clone
36097,multipla,review with at least one clone
36128,multipla,no_clone
36144,multipla,no_clone
36145,multipla,no_clone
36158,multipla,no_clone
36190,multipla,no_clone
36191,multipla,review with at least one clone
36205,unica,no_clone
36251,unica,no_clone
36292,unica,no_clone
36293,unica,no_clone
36301,unica,no_clone
36309,unica,no_clone
36311,unica,no_clone
36318,multipla,no_clone
36329,unica,no_clone
36340,unica,no_clone
36368,unica,no_clone
36370,multipla,no_clone
36410,multipla,no_clone
36614,multipla,no_clone
36824,multipla,no_clone
36832,multipla,no_clone
36890,unica,review with at least one clone
36891,unica,uninteresting_clone
36892,unica,uninteresting_clone
36927,unica,no_clone
36957,unica,no_clone
36958,unica,no_clone
36962,unica,review with at least one clone
36964,multipla,review with at least one clone
36965,multipla,no_clone
36966,multipla,no_clone
36968,multipla,no_clone
36969,multipla,no_clone
36990,unica,no_clone
37029,unica,no_clone
37030,unica,no_clone
37031,unica,no_clone
37042,unica,no_clone
37214,unica,no_clone
37215,unica,no_clone
37216,unica,review with at least one clone
37217,unica,no_clone
37303,multipla,no_clone
37314,unica,no_clone
37324,multipla,no_clone
37325,multipla,no_clone
37332,multipla,no_clone
37333,unica,no_clone
37373,unica,no_clone
37381,multipla,uninteresting_clone
37382,multipla,review with at least one clone
37383,multipla,uninteresting_clone
37384,multipla,uninteresting_clone
37526,multipla,no_clone
37658,unica,no_clone
37701,unica,no_clone
37702,multipla,no_clone
37833,multipla,no_clone
37842,unica,no_clone
37846,unica,no_clone
37947,unica,no_clone
37981,multipla,review with at least one clone
37982,multipla,no_clone
37994,unica,no_clone
38063,unica,no_clone
38074,multipla,no_clone
38076,multipla,review with at least one clone
38077,multipla,no_clone
38125,unica,no_clone
38150,unica,no_clone
38179,unica,no_clone
38198,unica,no_clone
38202,multipla,uninteresting_clone
38523,unica,no_clone
38575,unica,review with at least one clone
38666,unica,no_clone
38667,multipla,no_clone
38713,multipla,no_clone
38745,unica,no_clone
38748,unica,review with at least one clone
38749,multipla,no_clone
38792,unica,no_clone
38793,unica,uninteresting_clone
38912,unica,no_clone
38913,unica,no_clone
38927,unica,no_clone
38930,unica,no_clone
38931,unica,uninteresting_clone
39039,unica,no_clone
39133,unica,no_clone
39351,multipla,no_clone
39441,unica,no_clone
39496,unica,no_clone
39530,multipla,no_clone
39597,multipla,uninteresting_clone
39661,multipla,no_clone
39685,multipla,no_clone
40024,unica,no_clone
40051,unica,no_clone
40077,unica,no_clone
40082,unica,no_clone
40084,unica,no_clone
40085,multipla,no_clone
40086,unica,no_clone
40318,unica,no_clone
40339,unica,no_clone
40348,unica,no_clone
40379,multipla,no_clone
40387,multipla,no_clone
40424,unica,no_clone
40425,multipla,no_clone
40426,multipla,no_clone
40438,multipla,no_clone
40463,multipla,review with at least one clone
40503,unica,no_clone
40504,multipla,no_clone
40505,multipla,no_clone
40506,multipla,no_clone
40598,unica,no_clone
40599,unica,no_clone
40600,multipla,no_clone
40808,unica,no_clone
40937,multipla,no_clone
41029,unica,no_clone
41035,unica,no_clone
41069,unica,no_clone
41071,unica,no_clone
41279,multipla,review with at least one clone
41465,unica,no_clone
41468,multipla,no_clone
41545,multipla,no_clone
41794,multipla,no_clone
41887,multipla,no_clone
41980,unica,no_clone
41981,unica,no_clone
41982,unica,no_clone
42402,multipla,no_clone
42413,multipla,uninteresting_clone
42587,unica,no_clone
42632,unica,no_clone
42768,unica,no_clone
42860,unica,no_clone
42861,unica,uninteresting_clone
42864,unica,no_clone
42903,unica,no_clone
42905,unica,no_clone
42933,unica,no_clone
42934,multipla,no_clone
42936,multipla,no_clone
43004,multipla,uninteresting_clone
43141,multipla,no_clone
43142,multipla,uninteresting_clone
43376,unica,no_clone
43483,multipla,no_clone
43488,multipla,no_clone
43491,unica,no_clone
43492,unica,no_clone
43493,multipla,no_clone
43610,unica,no_clone
43612,multipla,no_clone
43615,unica,no_clone
43616,multipla,no_clone
43617,multipla,no_clone
43697,unica,uninteresting_clone
43698,unica,no_clone
43699,multipla,no_clone
43700,multipla,no_clone
43701,multipla,no_clone
43702,unica,uninteresting_clone
43714,multipla,no_clone
43729,multipla,no_clone
43732,unica,no_clone
43742,multipla,no_clone
43743,multipla,no_clone
43748,unica,no_clone
43749,unica,no_clone
43759,multipla,no_clone
43768,multipla,no_clone
43926,multipla,no_clone
44041,unica,no_clone
44050,multipla,no_clone
44051,multipla,no_clone
44053,multipla,no_clone
44054,multipla,no_clone
44055,multipla,no_clone
44056,multipla,no_clone
44122,multipla,no_clone
44126,multipla,no_clone
44127,multipla,no_clone
44136,unica,no_clone
44167,unica,no_clone
44395,unica,no_clone
44546,multipla,no_clone
44567,unica,uninteresting_clone
44794,unica,no_clone
44949,unica,review with at least one clone
44961,multipla,no_clone
44962,unica,no_clone
45063,unica,no_clone
45064,unica,no_clone
45065,unica,no_clone
45066,unica,no_clone
45067,unica,no_clone
45081,unica,no_clone
45084,unica,no_clone
45085,unica,no_clone
45087,unica,no_clone
45088,unica,no_clone
45089,unica,no_clone
45091,unica,no_clone
45093,unica,review with at least one clone
45094,unica,no_clone
45095,unica,no_clone
45096,unica,no_clone
45097,unica,no_clone
45098,unica,no_clone
45099,unica,no_clone
45100,unica,no_clone
45182,multipla,no_clone
45183,multipla,no_clone
45184,unica,no_clone
45185,unica,no_clone
45186,unica,no_clone
45188,unica,no_clone
45189,multipla,review with at least one clone
45190,unica,no_clone
45191,multipla,no_clone
45192,multipla,no_clone
45193,unica,no_clone
45194,unica,no_clone
45195,unica,no_clone
45196,unica,no_clone
45197,unica,no_clone
45198,unica,no_clone
45267,unica,no_clone
45271,unica,no_clone
45272,unica,no_clone
45275,unica,no_clone
45276,unica,no_clone
45277,unica,no_clone
45279,unica,no_clone
45281,unica,no_clone
45282,unica,no_clone
45283,unica,no_clone
45284,unica,no_clone
45530,multipla,no_clone
45605,multipla,no_clone
45607,multipla,no_clone
45641,multipla,no_clone
45649,multipla,no_clone
45700,multipla,no_clone
45701,multipla,no_clone
45702,multipla,no_clone
45703,multipla,review with at least one clone
45704,multipla,no_clone
45705,multipla,no_clone
45706,multipla,no_clone
45707,multipla,no_clone
45708,multipla,no_clone
45709,multipla,no_clone
45710,multipla,no_clone
45718,multipla,no_clone
45805,multipla,no_clone
45823,multipla,no_clone
45835,multipla,no_clone
45957,multipla,no_clone
46260,unica,no_clone
46261,multipla,review with at least one clone
46348,multipla,no_clone
46387,multipla,no_clone
46389,multipla,no_clone
46390,multipla,no_clone
46447,multipla,no_clone
46448,multipla,no_clone
46452,multipla,no_clone
46468,multipla,no_clone
46469,multipla,review with at least one clone
46486,multipla,no_clone
46490,unica,no_clone
46491,unica,no_clone
46492,unica,no_clone
46493,unica,no_clone
46494,unica,no_clone
46495,unica,no_clone
46496,unica,no_clone
46497,unica,no_clone
46498,unica,no_clone
46499,unica,no_clone
46500,unica,no_clone
46518,unica,no_clone
46522,unica,no_clone
46523,unica,no_clone
46597,unica,no_clone
46835,multipla,no_clone
46928,multipla,no_clone
47004,multipla,no_clone
47017,unica,no_clone
47025,multipla,no_clone
47091,unica,no_clone
47092,unica,review with at least one clone
47125,unica,no_clone
47168,unica,no_clone
47174,unica,no_clone
47392,unica,no_clone
47395,unica,no_clone
47521,unica,no_clone
47522,unica,no_clone
47523,unica,no_clone
47560,multipla,no_clone
47561,multipla,no_clone
47563,multipla,no_clone
47568,multipla,no_clone
47569,multipla,no_clone
47570,multipla,no_clone
47572,multipla,no_clone
47573,multipla,no_clone
47585,multipla,no_clone
47587,multipla,uninteresting_clone
47938,multipla,no_clone
47966,multipla,no_clone
47989,unica,no_clone
47990,unica,no_clone
47993,unica,no_clone
47998,unica,no_clone
48006,multipla,no_clone
48075,multipla,no_clone
48112,multipla,no_clone
48140,multipla,review with at least one clone
48141,multipla,no_clone
48142,multipla,no_clone
48143,multipla,no_clone
48144,multipla,no_clone
48145,multipla,no_clone
48146,multipla,no_clone
48147,multipla,no_clone
48175,unica,uninteresting_clone
48176,unica,no_clone
48220,unica,no_clone
48239,unica,no_clone
48241,multipla,no_clone
48262,multipla,uninteresting_clone
48288,multipla,no_clone
48326,multipla,review with at least one clone
48413,unica,no_clone
48416,multipla,review with at least one clone
48477,multipla,no_clone
48521,multipla,no_clone
48522,multipla,no_clone
48532,unica,no_clone
48533,multipla,no_clone
48534,multipla,no_clone
48555,multipla,no_clone
48556,multipla,no_clone
48557,multipla,no_clone
48568,unica,no_clone
48571,unica,no_clone
48574,multipla,no_clone
