review_number,type_of_revisions,clone_exists
753,unica,no_clone
755,unica,no_clone
756,multipla,no_clone
757,multipla,no_clone
758,multipla,no_clone
760,unica,no_clone
761,unica,no_clone
762,unica,no_clone
763,unica,no_clone
764,unica,no_clone
765,unica,no_clone
769,unica,no_clone
770,unica,no_clone
774,multipla,no_clone
775,unica,no_clone
776,unica,review with at least one clone
777,multipla,no_clone
778,multipla,review with at least one clone
779,unica,no_clone
780,multipla,no_clone
781,unica,no_clone
782,unica,no_clone
783,unica,review with at least one clone
784,unica,review with at least one clone
785,multipla,no_clone
786,unica,no_clone
787,multipla,no_clone
788,multipla,no_clone
789,multipla,no_clone
790,unica,no_clone
791,multipla,review with at least one clone
795,unica,no_clone
798,unica,no_clone
799,unica,no_clone
800,unica,no_clone
801,multipla,no_clone
802,multipla,no_clone
804,unica,no_clone
805,multipla,review with at least one clone
806,multipla,no_clone
807,unica,no_clone
808,unica,no_clone
809,unica,no_clone
812,multipla,no_clone
813,multipla,uninteresting_clone
814,multipla,no_clone
815,unica,no_clone
821,multipla,no_clone
822,multipla,no_clone
823,unica,no_clone
824,multipla,no_clone
826,unica,no_clone
827,multipla,no_clone
829,multipla,no_clone
832,unica,no_clone
833,unica,no_clone
838,unica,no_clone
843,unica,no_clone
844,unica,no_clone
845,unica,no_clone
861,unica,no_clone
862,unica,no_clone
863,unica,no_clone
864,unica,no_clone
865,unica,no_clone
866,unica,no_clone
867,unica,no_clone
868,unica,review with at least one clone
869,unica,no_clone
870,unica,no_clone
871,multipla,no_clone
872,multipla,no_clone
873,multipla,no_clone
874,multipla,no_clone
875,unica,no_clone
876,unica,no_clone
877,multipla,no_clone
878,multipla,no_clone
879,multipla,no_clone
881,unica,no_clone
882,unica,no_clone
883,unica,no_clone
888,multipla,no_clone
889,multipla,no_clone
891,multipla,review with at least one clone
892,multipla,no_clone
893,multipla,no_clone
894,multipla,no_clone
895,multipla,uninteresting_clone
896,multipla,uninteresting_clone
898,unica,no_clone
900,unica,no_clone
901,unica,no_clone
902,unica,no_clone
904,multipla,no_clone
905,multipla,no_clone
906,multipla,no_clone
907,multipla,no_clone
908,unica,no_clone
909,multipla,review with at least one clone
910,unica,no_clone
911,multipla,no_clone
927,unica,no_clone
928,unica,no_clone
929,multipla,review with at least one clone
930,multipla,no_clone
931,unica,no_clone
936,unica,uninteresting_clone
939,multipla,no_clone
942,unica,no_clone
943,unica,uninteresting_clone
975,unica,no_clone
976,multipla,uninteresting_clone
977,multipla,no_clone
978,multipla,no_clone
981,unica,no_clone
998,unica,no_clone
999,unica,no_clone
1000,unica,no_clone
1005,multipla,no_clone
1006,unica,no_clone
1007,multipla,review with at least one clone
1008,unica,no_clone
1009,unica,no_clone
1010,unica,no_clone
1011,unica,no_clone
1012,multipla,no_clone
1017,unica,no_clone
1018,unica,no_clone
1019,unica,no_clone
1020,multipla,no_clone
1021,multipla,no_clone
1027,multipla,no_clone
1028,multipla,no_clone
1030,unica,no_clone
1031,multipla,no_clone
1037,multipla,no_clone
1038,multipla,no_clone
1039,unica,no_clone
1057,multipla,no_clone
1058,multipla,no_clone
1060,multipla,no_clone
1061,multipla,no_clone
1062,unica,no_clone
1063,unica,no_clone
1064,multipla,review with at least one clone
1065,multipla,no_clone
1066,unica,no_clone
1068,multipla,no_clone
1069,multipla,no_clone
1070,unica,no_clone
1071,multipla,review with at least one clone
1074,multipla,no_clone
1075,multipla,review with at least one clone
1076,multipla,no_clone
1079,unica,no_clone
1080,unica,no_clone
1082,unica,no_clone
1084,multipla,no_clone
1086,multipla,uninteresting_clone
1087,multipla,review with at least one clone
1088,multipla,no_clone
1089,unica,no_clone
1090,multipla,no_clone
1094,unica,no_clone
1117,multipla,review with at least one clone
1118,unica,no_clone
1119,unica,no_clone
1120,unica,no_clone
1124,multipla,no_clone
1126,unica,no_clone
1127,unica,no_clone
1128,unica,no_clone
1129,multipla,review with at least one clone
1131,unica,no_clone
1132,multipla,uninteresting_clone
1133,multipla,no_clone
1135,unica,no_clone
1136,unica,no_clone
1138,multipla,no_clone
1139,multipla,no_clone
1144,multipla,no_clone
1145,unica,review with at least one clone
1146,multipla,no_clone
1149,unica,no_clone
1159,multipla,review with at least one clone
1160,multipla,no_clone
1167,multipla,no_clone
1168,multipla,no_clone
1173,multipla,review with at least one clone
1175,multipla,no_clone
1176,multipla,no_clone
1177,multipla,no_clone
1181,unica,no_clone
1184,multipla,no_clone
1194,unica,no_clone
1196,unica,no_clone
1198,multipla,no_clone
1200,unica,no_clone
1201,unica,no_clone
1202,multipla,no_clone
1205,unica,no_clone
1206,unica,no_clone
1207,multipla,no_clone
1208,multipla,no_clone
1209,unica,no_clone
1210,multipla,no_clone
1211,unica,no_clone
1213,multipla,no_clone
1227,unica,no_clone
1228,unica,no_clone
1229,multipla,review with at least one clone
1234,multipla,no_clone
1235,multipla,no_clone
1236,unica,no_clone
1238,unica,no_clone
1240,unica,review with at least one clone
1241,unica,no_clone
1242,unica,no_clone
1243,unica,no_clone
1244,multipla,no_clone
1245,unica,no_clone
1247,multipla,no_clone
1249,unica,no_clone
1250,multipla,review with at least one clone
1251,multipla,no_clone
1252,unica,no_clone
1253,multipla,no_clone
1254,multipla,no_clone
1255,unica,no_clone
1256,multipla,no_clone
1257,unica,no_clone
1258,multipla,no_clone
1259,unica,no_clone
1263,multipla,no_clone
1264,multipla,no_clone
1265,unica,no_clone
1266,unica,no_clone
1268,multipla,no_clone
1269,multipla,no_clone
1270,multipla,no_clone
1271,multipla,no_clone
1272,multipla,no_clone
1273,unica,no_clone
1274,multipla,review with at least one clone
1275,unica,no_clone
1277,unica,no_clone
1278,unica,no_clone
1279,multipla,no_clone
1280,multipla,no_clone
1282,multipla,review with at least one clone
1283,multipla,review with at least one clone
1284,multipla,review with at least one clone
1285,multipla,uninteresting_clone
1286,multipla,no_clone
1287,unica,no_clone
1288,unica,no_clone
1289,unica,no_clone
1291,unica,no_clone
1292,unica,no_clone
1294,multipla,no_clone
1295,unica,no_clone
1296,unica,no_clone
1297,unica,no_clone
1298,unica,uninteresting_clone
1300,unica,no_clone
1301,unica,no_clone
1302,multipla,no_clone
1303,multipla,no_clone
1304,unica,no_clone
1305,multipla,no_clone
1306,multipla,no_clone
1307,multipla,no_clone
1311,multipla,no_clone
1312,multipla,no_clone
1317,unica,no_clone
1318,multipla,no_clone
1319,unica,no_clone
1321,multipla,no_clone
1323,unica,no_clone
1325,unica,no_clone
1326,multipla,review with at least one clone
1327,unica,no_clone
1328,unica,no_clone
1329,unica,no_clone
1330,multipla,no_clone
1332,unica,no_clone
1336,unica,review with at least one clone
1337,multipla,review with at least one clone
1338,multipla,no_clone
1339,multipla,no_clone
1344,unica,no_clone
1345,unica,no_clone
1346,multipla,no_clone
1347,multipla,no_clone
1348,multipla,no_clone
1349,multipla,no_clone
1350,multipla,no_clone
1351,unica,no_clone
1353,multipla,no_clone
1354,unica,no_clone
1355,multipla,no_clone
1357,multipla,review with at least one clone
1358,multipla,no_clone
1359,unica,no_clone
1360,multipla,review with at least one clone
1361,unica,no_clone
1368,unica,no_clone
1369,multipla,no_clone
1372,unica,no_clone
1373,unica,no_clone
1374,unica,no_clone
1375,multipla,no_clone
1376,multipla,no_clone
1377,multipla,no_clone
1378,unica,no_clone
1379,multipla,review with at least one clone
1380,unica,no_clone
1381,unica,uninteresting_clone
1388,multipla,no_clone
1390,multipla,no_clone
1391,unica,no_clone
1392,unica,no_clone
1393,multipla,no_clone
1394,unica,no_clone
1395,multipla,no_clone
1404,multipla,no_clone
1405,multipla,no_clone
1411,unica,review with at least one clone
1412,unica,no_clone
1413,multipla,no_clone
1414,multipla,no_clone
1415,multipla,no_clone
1416,multipla,no_clone
1417,unica,no_clone
1419,multipla,no_clone
1420,unica,no_clone
1421,multipla,review with at least one clone
1422,unica,no_clone
1423,unica,no_clone
1424,unica,no_clone
1425,multipla,no_clone
1429,unica,review with at least one clone
1432,unica,no_clone
1434,unica,no_clone
1436,unica,no_clone
1437,multipla,no_clone
1438,multipla,no_clone
1439,multipla,no_clone
1440,multipla,no_clone
1443,multipla,no_clone
1445,unica,no_clone
1448,multipla,no_clone
1451,unica,no_clone
1453,unica,no_clone
1455,unica,no_clone
1456,multipla,no_clone
1457,multipla,no_clone
1461,unica,no_clone
1464,multipla,no_clone
1467,multipla,review with at least one clone
1468,multipla,no_clone
1469,multipla,no_clone
1471,unica,no_clone
1474,multipla,no_clone
1478,unica,no_clone
1479,multipla,no_clone
1496,unica,no_clone
1503,multipla,no_clone
1504,multipla,uninteresting_clone
1506,unica,no_clone
1507,multipla,no_clone
1508,unica,uninteresting_clone
1510,multipla,no_clone
1512,multipla,no_clone
1513,unica,no_clone
1514,multipla,no_clone
1515,multipla,no_clone
1516,multipla,no_clone
1517,unica,no_clone
1518,unica,review with at least one clone
1519,unica,no_clone
1520,multipla,no_clone
1521,unica,no_clone
1526,unica,no_clone
1530,multipla,no_clone
1531,unica,no_clone
1532,multipla,no_clone
1533,unica,no_clone
1535,multipla,no_clone
1536,unica,no_clone
1537,multipla,no_clone
1538,unica,no_clone
1539,unica,no_clone
1540,unica,no_clone
1541,unica,no_clone
1546,multipla,no_clone
1549,unica,no_clone
1551,multipla,no_clone
1553,unica,no_clone
1558,unica,no_clone
1560,multipla,no_clone
1561,unica,no_clone
1562,multipla,no_clone
1563,unica,no_clone
1564,multipla,no_clone
1565,unica,no_clone
1566,unica,no_clone
1568,unica,no_clone
1569,unica,no_clone
1570,unica,no_clone
1571,multipla,no_clone
1572,unica,no_clone
1573,multipla,uninteresting_clone
1574,multipla,no_clone
1576,multipla,no_clone
1577,unica,no_clone
1578,multipla,no_clone
1579,multipla,no_clone
1581,multipla,review with at least one clone
1588,unica,no_clone
1589,multipla,no_clone
1590,unica,no_clone
1591,multipla,no_clone
1592,unica,no_clone
1593,unica,no_clone
1594,multipla,no_clone
1595,multipla,no_clone
1596,unica,no_clone
1598,unica,no_clone
1600,unica,no_clone
1605,unica,no_clone
1607,unica,no_clone
1611,unica,no_clone
1612,unica,no_clone
1616,unica,no_clone
1617,unica,uninteresting_clone
1618,unica,no_clone
1621,unica,no_clone
1622,unica,no_clone
1623,multipla,no_clone
1624,multipla,no_clone
1625,multipla,no_clone
1626,unica,no_clone
1627,multipla,no_clone
1630,unica,no_clone
1631,multipla,no_clone
1632,unica,no_clone
1633,unica,no_clone
1634,multipla,no_clone
1636,unica,review with at least one clone
1637,unica,review with at least one clone
1650,unica,no_clone
1653,multipla,no_clone
1654,multipla,no_clone
1657,multipla,uninteresting_clone
1658,unica,no_clone
1659,unica,no_clone
1668,unica,no_clone
1673,multipla,no_clone
1674,unica,no_clone
1675,unica,no_clone
1676,unica,no_clone
1677,multipla,no_clone
1678,multipla,no_clone
1679,unica,no_clone
1680,multipla,no_clone
1682,multipla,no_clone
1683,multipla,uninteresting_clone
1684,multipla,no_clone
1685,unica,no_clone
1686,multipla,no_clone
1687,multipla,uninteresting_clone
1688,multipla,no_clone
1689,unica,no_clone
1691,unica,no_clone
1692,multipla,no_clone
1693,unica,no_clone
1694,multipla,no_clone
1695,unica,no_clone
1697,multipla,no_clone
1698,unica,no_clone
1705,unica,no_clone
1711,unica,no_clone
1713,unica,no_clone
1714,multipla,review with at least one clone
1715,multipla,no_clone
1725,multipla,review with at least one clone
1726,multipla,review with at least one clone
1728,multipla,uninteresting_clone
1729,multipla,no_clone
1730,unica,no_clone
1735,multipla,no_clone
1736,multipla,no_clone
1737,multipla,no_clone
1740,multipla,no_clone
1745,multipla,review with at least one clone
1746,multipla,no_clone
1748,multipla,review with at least one clone
1749,multipla,no_clone
1750,unica,no_clone
1751,multipla,no_clone
1752,multipla,review with at least one clone
1753,multipla,review with at least one clone
1754,multipla,no_clone
1756,multipla,no_clone
1761,unica,no_clone
1762,multipla,no_clone
1763,multipla,review with at least one clone
1764,multipla,review with at least one clone
1765,unica,no_clone
1766,multipla,no_clone
1767,multipla,no_clone
1768,unica,review with at least one clone
1769,unica,uninteresting_clone
1771,multipla,no_clone
1773,multipla,no_clone
1778,unica,review with at least one clone
1780,multipla,no_clone
1781,unica,no_clone
1783,multipla,no_clone
1787,multipla,no_clone
1788,multipla,review with at least one clone
1789,unica,review with at least one clone
1790,multipla,review with at least one clone
1797,multipla,no_clone
1798,multipla,no_clone
1801,multipla,no_clone
1805,unica,no_clone
1806,unica,review with at least one clone
1807,multipla,review with at least one clone
1808,multipla,no_clone
1816,unica,no_clone
1825,multipla,review with at least one clone
1827,unica,no_clone
1834,multipla,review with at least one clone
1835,multipla,no_clone
1836,unica,no_clone
1837,unica,review with at least one clone
1838,unica,no_clone
1839,multipla,no_clone
1840,unica,no_clone
1841,unica,no_clone
1856,multipla,review with at least one clone
1860,unica,no_clone
1866,unica,no_clone
1868,multipla,no_clone
1871,unica,no_clone
1872,multipla,no_clone
1873,unica,review with at least one clone
1878,unica,no_clone
1887,unica,no_clone
1896,multipla,no_clone
1907,unica,no_clone
1911,unica,no_clone
1912,unica,review with at least one clone
1913,unica,no_clone
1914,unica,review with at least one clone
1915,unica,no_clone
1916,unica,review with at least one clone
1917,unica,review with at least one clone
1918,unica,review with at least one clone
1919,unica,review with at least one clone
1920,unica,no_clone
1921,unica,no_clone
1922,unica,no_clone
1923,unica,review with at least one clone
1924,multipla,no_clone
1928,multipla,review with at least one clone
1930,multipla,review with at least one clone
1931,unica,no_clone
1932,unica,no_clone
1933,unica,no_clone
1934,unica,no_clone
1935,unica,no_clone
1936,unica,no_clone
1941,multipla,no_clone
1942,unica,no_clone
1943,unica,no_clone
1944,unica,no_clone
1945,unica,no_clone
1946,unica,no_clone
1947,multipla,no_clone
1949,multipla,no_clone
1950,multipla,no_clone
1951,multipla,no_clone
1954,unica,review with at least one clone
1955,multipla,no_clone
1956,unica,no_clone
1959,unica,no_clone
1960,unica,no_clone
1961,multipla,review with at least one clone
1962,multipla,no_clone
1963,multipla,no_clone
1964,multipla,no_clone
1965,multipla,no_clone
1966,multipla,no_clone
1967,multipla,no_clone
1969,multipla,no_clone
1972,unica,no_clone
1973,multipla,no_clone
1974,multipla,no_clone
1975,unica,no_clone
1976,multipla,no_clone
1987,multipla,review with at least one clone
1990,multipla,uninteresting_clone
1993,unica,no_clone
1994,unica,no_clone
1995,unica,no_clone
1996,unica,no_clone
1997,multipla,no_clone
1998,multipla,no_clone
1999,multipla,no_clone
2000,multipla,no_clone
2001,unica,no_clone
2002,multipla,no_clone
2003,multipla,no_clone
2004,multipla,no_clone
2005,multipla,no_clone
2006,multipla,no_clone
2007,unica,no_clone
2008,unica,uninteresting_clone
2009,unica,no_clone
2010,unica,no_clone
2011,multipla,no_clone
2012,multipla,no_clone
2013,unica,no_clone
2016,unica,no_clone
2017,unica,no_clone
2018,multipla,no_clone
2019,unica,no_clone
2020,unica,no_clone
2021,unica,no_clone
2022,multipla,no_clone
2023,multipla,no_clone
2024,unica,no_clone
2025,unica,no_clone
2041,multipla,no_clone
2044,unica,no_clone
2045,unica,no_clone
2046,unica,no_clone
2047,unica,no_clone
2050,multipla,no_clone
2051,multipla,no_clone
2052,multipla,no_clone
2056,multipla,review with at least one clone
2059,multipla,no_clone
2060,unica,no_clone
2061,unica,no_clone
2062,multipla,no_clone
2077,multipla,no_clone
2078,unica,no_clone
2079,unica,no_clone
2080,unica,no_clone
2082,multipla,review with at least one clone
2084,unica,no_clone
2085,unica,no_clone
2086,unica,no_clone
2087,unica,review with at least one clone
2088,multipla,no_clone
2089,multipla,no_clone
2090,multipla,no_clone
2091,unica,no_clone
2092,unica,no_clone
2094,unica,no_clone
2103,unica,no_clone
2107,unica,no_clone
2108,unica,no_clone
2121,unica,no_clone
2122,unica,no_clone
2123,unica,no_clone
2124,multipla,no_clone
2128,multipla,uninteresting_clone
2138,multipla,no_clone
2140,unica,no_clone
2141,multipla,uninteresting_clone
2143,multipla,no_clone
2144,unica,no_clone
2146,unica,no_clone
2147,multipla,no_clone
2150,unica,no_clone
2151,unica,no_clone
2152,unica,no_clone
2154,unica,no_clone
2155,multipla,review with at least one clone
2157,multipla,no_clone
2160,multipla,no_clone
2162,multipla,no_clone
2163,multipla,review with at least one clone
2164,unica,no_clone
2165,multipla,review with at least one clone
2169,multipla,no_clone
2170,multipla,no_clone
2178,multipla,review with at least one clone
2179,multipla,no_clone
2180,multipla,no_clone
2181,multipla,review with at least one clone
2182,multipla,no_clone
2186,multipla,review with at least one clone
2187,multipla,review with at least one clone
2188,multipla,no_clone
2189,multipla,review with at least one clone
2190,multipla,no_clone
2191,multipla,no_clone
2192,multipla,no_clone
2193,multipla,review with at least one clone
2194,multipla,no_clone
2202,multipla,no_clone
2206,unica,review with at least one clone
2208,multipla,no_clone
2209,multipla,no_clone
2210,unica,review with at least one clone
2213,multipla,no_clone
2215,multipla,review with at least one clone
2217,multipla,no_clone
2218,multipla,no_clone
2220,unica,no_clone
2221,multipla,no_clone
2222,multipla,no_clone
2224,multipla,no_clone
2225,multipla,no_clone
2226,unica,no_clone
2227,multipla,no_clone
2229,unica,no_clone
2230,multipla,no_clone
2232,multipla,no_clone
2233,multipla,no_clone
2234,multipla,uninteresting_clone
2235,multipla,no_clone
2238,multipla,no_clone
2239,unica,no_clone
2241,unica,no_clone
2242,unica,no_clone
2243,unica,no_clone
2244,unica,no_clone
2246,multipla,review with at least one clone
2247,unica,no_clone
2248,multipla,no_clone
2249,multipla,review with at least one clone
2250,unica,no_clone
2251,unica,no_clone
2253,multipla,no_clone
2254,unica,no_clone
2255,unica,uninteresting_clone
2256,multipla,no_clone
2257,multipla,no_clone
2258,unica,no_clone
2259,unica,no_clone
2260,multipla,no_clone
2261,unica,no_clone
2264,multipla,no_clone
2265,multipla,no_clone
2266,multipla,no_clone
2267,multipla,no_clone
2268,unica,no_clone
2269,unica,no_clone
2270,multipla,no_clone
2271,multipla,no_clone
2272,multipla,no_clone
2273,unica,no_clone
2274,unica,no_clone
2275,unica,no_clone
2276,unica,review with at least one clone
2277,multipla,no_clone
2279,unica,no_clone
2280,unica,no_clone
2281,multipla,no_clone
2282,multipla,no_clone
2283,multipla,no_clone
2284,multipla,no_clone
2285,multipla,no_clone
2286,multipla,no_clone
2287,unica,review with at least one clone
2288,multipla,no_clone
2289,multipla,no_clone
2290,multipla,no_clone
2291,multipla,uninteresting_clone
2296,multipla,no_clone
2297,multipla,no_clone
2298,unica,no_clone
2299,unica,no_clone
2300,multipla,no_clone
2301,unica,no_clone
2302,multipla,no_clone
2303,multipla,no_clone
2305,multipla,no_clone
2306,multipla,no_clone
2307,multipla,no_clone
2308,multipla,review with at least one clone
2313,multipla,no_clone
2314,unica,uninteresting_clone
2315,multipla,uninteresting_clone
2319,multipla,no_clone
2320,unica,no_clone
2321,multipla,no_clone
2323,unica,uninteresting_clone
2324,multipla,no_clone
2325,multipla,no_clone
2326,multipla,review with at least one clone
2329,multipla,no_clone
2330,multipla,review with at least one clone
2331,multipla,no_clone
2332,multipla,review with at least one clone
2334,multipla,no_clone
2335,multipla,no_clone
2336,unica,no_clone
2338,multipla,no_clone
2339,multipla,no_clone
2344,unica,no_clone
2347,multipla,review with at least one clone
2349,multipla,no_clone
2352,multipla,review with at least one clone
2354,multipla,no_clone
2355,multipla,no_clone
2356,multipla,uninteresting_clone
2360,multipla,no_clone
2368,multipla,no_clone
2370,unica,no_clone
2372,multipla,review with at least one clone
2373,multipla,no_clone
2374,multipla,no_clone
2375,unica,no_clone
2377,unica,no_clone
2378,unica,no_clone
2380,unica,no_clone
2389,unica,no_clone
2390,multipla,review with at least one clone
2391,unica,no_clone
2392,multipla,no_clone
2393,multipla,no_clone
2394,multipla,no_clone
2395,multipla,no_clone
2397,multipla,no_clone
2398,multipla,no_clone
2399,multipla,no_clone
2401,multipla,no_clone
2404,unica,no_clone
2405,unica,no_clone
2406,multipla,uninteresting_clone
2407,multipla,no_clone
2408,multipla,no_clone
2409,unica,no_clone
2412,unica,no_clone
2413,unica,no_clone
2414,multipla,no_clone
2415,multipla,no_clone
2418,multipla,no_clone
2419,unica,no_clone
2420,unica,no_clone
2421,multipla,no_clone
