review_number,type_of_revisions,clone_exists
3818,multipla,no_clone
3820,multipla,no_clone
3821,multipla,review with at least one clone
3822,unica,review with at least one clone
3823,multipla,no_clone
3825,unica,no_clone
3826,unica,no_clone
3827,unica,no_clone
3828,unica,no_clone
3829,unica,no_clone
3831,unica,no_clone
3832,multipla,no_clone
3833,unica,no_clone
3834,multipla,no_clone
3835,unica,no_clone
3836,multipla,no_clone
3838,multipla,review with at least one clone
3839,multipla,review with at least one clone
3840,multipla,review with at least one clone
3846,multipla,no_clone
3847,multipla,no_clone
3848,multipla,no_clone
3849,unica,no_clone
3850,unica,no_clone
3851,multipla,no_clone
3852,multipla,no_clone
3853,multipla,no_clone
3854,multipla,no_clone
3855,multipla,no_clone
3856,multipla,no_clone
3858,multipla,no_clone
3859,unica,no_clone
3861,unica,no_clone
3862,unica,no_clone
3863,unica,no_clone
3864,unica,no_clone
3866,multipla,no_clone
3867,multipla,review with at least one clone
3868,multipla,no_clone
3869,multipla,review with at least one clone
3870,multipla,no_clone
3871,multipla,no_clone
3872,multipla,review with at least one clone
3873,multipla,no_clone
3875,multipla,no_clone
3876,multipla,no_clone
3877,multipla,no_clone
3878,unica,no_clone
3880,multipla,review with at least one clone
3881,multipla,no_clone
3883,multipla,no_clone
3885,unica,no_clone
3886,multipla,review with at least one clone
3887,multipla,no_clone
3888,unica,no_clone
3889,unica,no_clone
3890,multipla,no_clone
3891,multipla,review with at least one clone
3892,multipla,no_clone
3893,multipla,no_clone
3894,multipla,review with at least one clone
3896,unica,no_clone
3897,multipla,no_clone
3898,unica,no_clone
3899,unica,no_clone
3902,multipla,no_clone
3904,multipla,no_clone
3905,multipla,no_clone
3906,unica,no_clone
3908,multipla,no_clone
3909,multipla,no_clone
3914,multipla,no_clone
3915,multipla,no_clone
3916,multipla,no_clone
3917,multipla,no_clone
3918,unica,review with at least one clone
3922,unica,no_clone
3939,unica,no_clone
3941,unica,no_clone
3942,multipla,no_clone
3943,multipla,no_clone
3944,unica,no_clone
3948,multipla,no_clone
3950,multipla,no_clone
3954,unica,no_clone
3955,unica,no_clone
3960,multipla,no_clone
3962,multipla,no_clone
3963,unica,no_clone
3965,multipla,no_clone
3966,multipla,no_clone
3968,multipla,no_clone
3980,unica,no_clone
3982,multipla,no_clone
3983,unica,no_clone
3985,multipla,no_clone
3986,multipla,no_clone
3989,multipla,no_clone
3990,multipla,no_clone
3991,multipla,no_clone
3992,multipla,review with at least one clone
3993,multipla,no_clone
3994,multipla,no_clone
3995,multipla,no_clone
4000,unica,no_clone
4001,unica,no_clone
4002,unica,no_clone
4003,multipla,no_clone
4004,multipla,review with at least one clone
4010,multipla,no_clone
4011,multipla,no_clone
4012,unica,no_clone
4021,multipla,no_clone
4027,multipla,no_clone
4028,multipla,no_clone
4029,unica,no_clone
4032,multipla,no_clone
4037,multipla,no_clone
4038,multipla,no_clone
4041,unica,no_clone
4042,multipla,no_clone
4043,multipla,no_clone
4044,unica,no_clone
4045,unica,no_clone
4046,unica,no_clone
4048,unica,no_clone
4049,unica,no_clone
4051,unica,no_clone
4052,multipla,no_clone
4053,multipla,no_clone
4054,multipla,no_clone
4058,multipla,review with at least one clone
4061,multipla,no_clone
4065,multipla,no_clone
4067,multipla,no_clone
4068,unica,no_clone
4069,multipla,no_clone
4070,multipla,no_clone
4072,multipla,no_clone
4073,multipla,no_clone
4074,multipla,no_clone
4075,multipla,no_clone
4078,multipla,no_clone
4079,unica,no_clone
4080,multipla,no_clone
4081,multipla,no_clone
4083,multipla,no_clone
4084,multipla,no_clone
4085,multipla,no_clone
4086,multipla,no_clone
4087,multipla,no_clone
4089,multipla,no_clone
4090,multipla,no_clone
4099,multipla,no_clone
4100,unica,no_clone
4103,multipla,review with at least one clone
4104,unica,no_clone
4105,multipla,no_clone
4106,multipla,no_clone
4109,unica,no_clone
4110,unica,no_clone
4117,multipla,no_clone
4124,multipla,no_clone
4125,multipla,no_clone
4126,multipla,no_clone
4128,multipla,no_clone
4129,multipla,no_clone
4130,multipla,no_clone
4131,multipla,no_clone
4134,unica,no_clone
4136,multipla,no_clone
4137,multipla,no_clone
4145,multipla,review with at least one clone
4149,multipla,no_clone
4150,multipla,no_clone
4155,unica,review with at least one clone
4158,multipla,no_clone
4161,multipla,no_clone
4163,unica,no_clone
4165,multipla,review with at least one clone
4166,multipla,no_clone
4167,unica,no_clone
4169,multipla,review with at least one clone
4171,multipla,no_clone
4172,unica,no_clone
4179,multipla,no_clone
4186,multipla,no_clone
4188,unica,no_clone
4190,unica,no_clone
4193,multipla,no_clone
4196,multipla,review with at least one clone
4200,multipla,review with at least one clone
4202,multipla,no_clone
4203,unica,no_clone
4216,unica,review with at least one clone
4217,unica,no_clone
4227,multipla,no_clone
4230,unica,no_clone
4232,multipla,no_clone
4239,multipla,no_clone
4244,unica,no_clone
4245,unica,no_clone
4246,unica,no_clone
4247,unica,review with at least one clone
4251,unica,no_clone
4252,unica,no_clone
4257,unica,no_clone
4258,unica,review with at least one clone
4259,unica,no_clone
4263,unica,no_clone
4266,unica,no_clone
4267,multipla,review with at least one clone
4268,multipla,no_clone
4269,multipla,no_clone
4270,multipla,no_clone
4271,unica,no_clone
4273,multipla,no_clone
4274,multipla,no_clone
4275,multipla,no_clone
4276,unica,no_clone
4277,multipla,no_clone
4278,multipla,no_clone
4280,unica,no_clone
4282,multipla,no_clone
4283,unica,no_clone
4285,multipla,no_clone
4286,multipla,no_clone
4287,multipla,no_clone
4291,multipla,no_clone
4294,unica,no_clone
4295,unica,no_clone
4298,multipla,no_clone
4300,multipla,review with at least one clone
4301,multipla,no_clone
4303,unica,no_clone
4305,multipla,no_clone
4306,multipla,no_clone
4307,unica,no_clone
4308,multipla,review with at least one clone
4310,multipla,no_clone
4311,multipla,no_clone
4312,multipla,review with at least one clone
4316,multipla,no_clone
4317,multipla,no_clone
4318,multipla,no_clone
4321,unica,review with at least one clone
4322,unica,no_clone
4323,multipla,review with at least one clone
4325,unica,no_clone
4326,multipla,no_clone
4327,multipla,no_clone
4329,unica,no_clone
4330,multipla,no_clone
4331,multipla,no_clone
4333,multipla,no_clone
4334,unica,no_clone
4335,unica,no_clone
4337,unica,no_clone
4338,multipla,no_clone
4339,multipla,no_clone
4340,multipla,no_clone
4347,multipla,review with at least one clone
4350,multipla,no_clone
4351,unica,no_clone
4363,multipla,no_clone
4365,multipla,no_clone
4377,multipla,no_clone
4386,multipla,no_clone
4387,unica,no_clone
4388,multipla,no_clone
4389,multipla,no_clone
4390,multipla,no_clone
4391,multipla,no_clone
4392,multipla,no_clone
4393,multipla,no_clone
4394,multipla,no_clone
4395,multipla,no_clone
4396,multipla,no_clone
4397,multipla,no_clone
4400,multipla,no_clone
4402,multipla,no_clone
4403,multipla,no_clone
4404,multipla,no_clone
4405,unica,no_clone
4406,multipla,review with at least one clone
4408,unica,no_clone
4409,multipla,no_clone
4411,multipla,no_clone
4413,multipla,no_clone
4414,multipla,no_clone
4415,multipla,no_clone
4416,unica,no_clone
4417,multipla,no_clone
4418,multipla,no_clone
4419,unica,no_clone
4424,multipla,no_clone
4425,multipla,no_clone
4426,multipla,no_clone
4428,multipla,no_clone
4429,unica,no_clone
4430,multipla,no_clone
4439,multipla,no_clone
4442,multipla,no_clone
4443,unica,no_clone
4444,multipla,no_clone
4451,multipla,no_clone
4452,unica,no_clone
4453,multipla,no_clone
4454,multipla,no_clone
4527,multipla,no_clone
4531,multipla,no_clone
4533,multipla,no_clone
4534,multipla,no_clone
4535,multipla,no_clone
4536,multipla,no_clone
4539,multipla,no_clone
4547,unica,uninteresting_clone
4552,multipla,no_clone
4553,multipla,no_clone
4554,multipla,no_clone
4555,multipla,no_clone
4556,multipla,no_clone
4557,multipla,review with at least one clone
4558,multipla,no_clone
4559,multipla,review with at least one clone
4560,multipla,no_clone
4561,multipla,no_clone
4562,multipla,no_clone
4563,multipla,no_clone
4564,multipla,no_clone
4565,multipla,no_clone
4566,multipla,no_clone
4567,unica,no_clone
4568,multipla,no_clone
4569,multipla,no_clone
4570,multipla,review with at least one clone
4575,multipla,no_clone
4576,unica,no_clone
4577,multipla,no_clone
4578,multipla,no_clone
4579,multipla,no_clone
4580,multipla,no_clone
4582,multipla,no_clone
4583,multipla,no_clone
4584,unica,no_clone
4585,unica,no_clone
4586,multipla,no_clone
4587,unica,no_clone
4590,multipla,no_clone
4591,multipla,no_clone
4598,multipla,uninteresting_clone
4600,unica,no_clone
4601,multipla,no_clone
4602,multipla,no_clone
4603,unica,no_clone
4604,unica,no_clone
4605,unica,no_clone
4606,unica,no_clone
4607,unica,no_clone
4608,multipla,no_clone
4609,unica,no_clone
4610,multipla,no_clone
4611,unica,no_clone
4612,multipla,no_clone
4613,unica,no_clone
4614,multipla,no_clone
4615,multipla,no_clone
4618,multipla,no_clone
4619,unica,no_clone
4620,multipla,no_clone
4621,multipla,no_clone
4622,multipla,review with at least one clone
4623,unica,no_clone
4625,multipla,no_clone
4626,multipla,no_clone
4627,multipla,no_clone
4628,multipla,no_clone
4631,multipla,review with at least one clone
4632,multipla,no_clone
4633,multipla,no_clone
4635,multipla,no_clone
4636,unica,no_clone
4639,unica,no_clone
4640,multipla,review with at least one clone
4641,multipla,no_clone
4643,unica,no_clone
4647,multipla,no_clone
4648,multipla,no_clone
4649,unica,no_clone
4651,multipla,uninteresting_clone
4652,unica,no_clone
4653,multipla,no_clone
4654,multipla,no_clone
4655,multipla,no_clone
4656,multipla,no_clone
4657,unica,no_clone
4658,multipla,no_clone
4659,multipla,no_clone
4660,unica,no_clone
4662,multipla,no_clone
4663,multipla,review with at least one clone
4664,unica,no_clone
4669,multipla,no_clone
4670,unica,no_clone
4672,multipla,no_clone
4673,multipla,no_clone
4677,multipla,no_clone
4678,multipla,no_clone
4679,multipla,no_clone
4680,unica,no_clone
4683,unica,no_clone
4684,multipla,no_clone
4685,multipla,no_clone
4686,multipla,no_clone
4690,multipla,no_clone
4692,multipla,no_clone
4693,multipla,no_clone
4694,multipla,no_clone
4695,multipla,no_clone
4696,unica,no_clone
4697,multipla,no_clone
4698,multipla,no_clone
4699,multipla,no_clone
4700,unica,no_clone
4701,unica,no_clone
4702,multipla,no_clone
4703,unica,no_clone
4706,unica,no_clone
4707,multipla,no_clone
4711,unica,no_clone
4712,unica,no_clone
4722,multipla,no_clone
4723,unica,no_clone
4724,multipla,no_clone
4725,multipla,no_clone
4728,unica,no_clone
4733,unica,no_clone
4734,unica,no_clone
4736,multipla,no_clone
4737,multipla,no_clone
4738,unica,no_clone
4742,multipla,no_clone
4753,multipla,no_clone
4756,unica,no_clone
4763,multipla,no_clone
4767,multipla,no_clone
4772,multipla,no_clone
4773,multipla,no_clone
4774,multipla,no_clone
4779,multipla,no_clone
4780,multipla,no_clone
4781,unica,no_clone
4782,multipla,no_clone
4783,multipla,no_clone
4784,multipla,no_clone
4792,unica,no_clone
4793,unica,no_clone
4794,unica,no_clone
4795,unica,no_clone
4798,unica,no_clone
4801,unica,no_clone
4802,unica,no_clone
4803,multipla,no_clone
4805,unica,no_clone
4811,multipla,no_clone
4812,multipla,no_clone
4813,multipla,no_clone
4814,multipla,no_clone
4815,unica,no_clone
4816,multipla,no_clone
4824,multipla,no_clone
4825,multipla,no_clone
4829,multipla,no_clone
4835,unica,no_clone
4836,multipla,no_clone
4837,unica,no_clone
4840,unica,no_clone
4844,multipla,no_clone
4845,multipla,no_clone
4846,multipla,no_clone
4847,multipla,no_clone
4848,multipla,no_clone
4850,multipla,no_clone
4857,multipla,no_clone
4858,multipla,no_clone
4859,unica,review with at least one clone
4860,unica,no_clone
4862,multipla,no_clone
4864,multipla,no_clone
4867,multipla,no_clone
4870,multipla,no_clone
4871,unica,no_clone
4872,multipla,no_clone
4874,unica,no_clone
4876,multipla,no_clone
4877,multipla,review with at least one clone
4880,unica,review with at least one clone
4887,multipla,no_clone
4888,multipla,no_clone
4893,multipla,no_clone
4894,multipla,no_clone
4896,multipla,no_clone
4899,multipla,no_clone
4903,multipla,no_clone
4905,multipla,no_clone
4906,multipla,no_clone
4907,multipla,review with at least one clone
4909,multipla,no_clone
4910,unica,no_clone
4911,multipla,no_clone
4914,multipla,no_clone
4918,unica,no_clone
4920,unica,no_clone
4921,multipla,no_clone
4923,multipla,review with at least one clone
4924,multipla,no_clone
4927,multipla,no_clone
4928,unica,no_clone
4929,multipla,no_clone
4930,multipla,no_clone
4931,multipla,no_clone
4933,multipla,no_clone
4937,multipla,no_clone
4938,multipla,no_clone
4940,multipla,no_clone
4943,multipla,review with at least one clone
4944,multipla,no_clone
4946,multipla,uninteresting_clone
4950,unica,no_clone
4952,multipla,uninteresting_clone
4953,unica,no_clone
4954,multipla,no_clone
4957,multipla,no_clone
4960,multipla,no_clone
4961,unica,no_clone
4963,multipla,no_clone
4964,multipla,no_clone
4965,multipla,no_clone
4967,multipla,no_clone
4968,unica,no_clone
4970,multipla,no_clone
4971,multipla,review with at least one clone
4973,multipla,no_clone
4974,multipla,no_clone
4975,unica,no_clone
4976,multipla,no_clone
4977,multipla,no_clone
4978,multipla,uninteresting_clone
4979,multipla,uninteresting_clone
4980,multipla,uninteresting_clone
4981,unica,no_clone
4985,multipla,no_clone
4987,unica,no_clone
4988,multipla,no_clone
4989,multipla,no_clone
4990,multipla,no_clone
4991,multipla,no_clone
4992,multipla,no_clone
4993,unica,review with at least one clone
4994,unica,no_clone
4996,multipla,review with at least one clone
4999,multipla,review with at least one clone
5000,multipla,no_clone
5001,multipla,no_clone
5002,multipla,no_clone
5003,multipla,no_clone
5007,multipla,no_clone
5008,unica,no_clone
5009,unica,no_clone
5010,multipla,no_clone
5011,multipla,no_clone
5012,multipla,no_clone
5013,multipla,no_clone
5014,multipla,no_clone
5015,unica,no_clone
5016,multipla,no_clone
5017,multipla,no_clone
5018,multipla,review with at least one clone
5019,multipla,no_clone
5020,multipla,no_clone
5021,unica,no_clone
5022,unica,no_clone
5024,multipla,uninteresting_clone
5025,multipla,no_clone
5026,multipla,no_clone
5027,multipla,no_clone
5031,multipla,no_clone
5032,multipla,uninteresting_clone
5033,multipla,no_clone
5034,multipla,no_clone
5035,multipla,no_clone
5036,multipla,no_clone
5037,unica,uninteresting_clone
5038,unica,uninteresting_clone
5039,multipla,no_clone
5040,multipla,no_clone
5041,multipla,review with at least one clone
5043,multipla,review with at least one clone
5046,multipla,review with at least one clone
5047,multipla,no_clone
5048,multipla,no_clone
5049,unica,no_clone
5050,multipla,no_clone
5051,multipla,no_clone
5052,multipla,uninteresting_clone
5053,unica,no_clone
5054,multipla,no_clone
5056,multipla,no_clone
5057,multipla,no_clone
5059,multipla,no_clone
5060,multipla,review with at least one clone
5061,multipla,no_clone
5063,multipla,no_clone
5064,multipla,no_clone
5067,unica,no_clone
5068,multipla,no_clone
5070,unica,no_clone
5074,unica,no_clone
5075,unica,review with at least one clone
5082,multipla,review with at least one clone
5089,unica,no_clone
5092,unica,no_clone
5093,unica,no_clone
5094,unica,no_clone
5103,unica,no_clone
5104,unica,no_clone
5105,unica,no_clone
5109,multipla,no_clone
5110,multipla,no_clone
5111,multipla,review with at least one clone
5112,multipla,no_clone
5113,multipla,no_clone
5114,multipla,no_clone
5119,multipla,no_clone
5120,unica,no_clone
5121,multipla,no_clone
5122,multipla,no_clone
5123,multipla,no_clone
5124,multipla,review with at least one clone
5125,multipla,review with at least one clone
5126,multipla,no_clone
5131,multipla,no_clone
5133,multipla,review with at least one clone
5134,multipla,review with at least one clone
5136,multipla,no_clone
5137,multipla,no_clone
5140,unica,no_clone
5145,multipla,no_clone
5146,multipla,no_clone
5148,multipla,no_clone
5149,multipla,no_clone
5150,multipla,no_clone
5151,multipla,no_clone
5153,multipla,review with at least one clone
5158,multipla,no_clone
5159,multipla,review with at least one clone
5164,multipla,no_clone
5165,unica,review with at least one clone
5166,multipla,no_clone
5167,unica,uninteresting_clone
5174,multipla,no_clone
5177,multipla,no_clone
5179,unica,review with at least one clone
5180,multipla,no_clone
5181,multipla,no_clone
5182,multipla,no_clone
5183,unica,no_clone
5185,unica,no_clone
5198,unica,no_clone
5199,multipla,no_clone
5220,multipla,no_clone
5221,multipla,no_clone
5231,multipla,no_clone
5239,multipla,no_clone
5248,multipla,no_clone
5249,multipla,no_clone
5250,multipla,no_clone
5251,multipla,no_clone
5256,multipla,review with at least one clone
5257,unica,no_clone
5269,multipla,review with at least one clone
5270,multipla,no_clone
5279,unica,no_clone
5289,unica,no_clone
5299,multipla,review with at least one clone
5300,unica,no_clone
5310,multipla,no_clone
5311,multipla,no_clone
5312,multipla,no_clone
5315,unica,no_clone
5318,multipla,no_clone
5319,multipla,no_clone
5321,multipla,no_clone
5323,multipla,no_clone
5324,multipla,no_clone
5326,multipla,no_clone
5328,multipla,no_clone
5333,unica,no_clone
5334,unica,no_clone
5335,unica,no_clone
5336,multipla,no_clone
5344,multipla,no_clone
5345,multipla,no_clone
5349,multipla,no_clone
5356,multipla,no_clone
5360,unica,no_clone
5361,multipla,review with at least one clone
5362,multipla,review with at least one clone
5364,unica,no_clone
5365,multipla,no_clone
5372,multipla,no_clone
5374,multipla,review with at least one clone
5375,multipla,no_clone
5381,multipla,no_clone
5382,unica,uninteresting_clone
5383,multipla,no_clone
5384,multipla,review with at least one clone
5389,multipla,no_clone
5390,multipla,no_clone
5391,multipla,review with at least one clone
5392,multipla,no_clone
5396,multipla,no_clone
5397,multipla,no_clone
5398,multipla,no_clone
5399,multipla,no_clone
5400,multipla,no_clone
5401,multipla,no_clone
5421,multipla,no_clone
5480,multipla,no_clone
5483,multipla,no_clone
5484,multipla,no_clone
5488,multipla,no_clone
5489,multipla,no_clone
5496,multipla,no_clone
5517,multipla,no_clone
5519,unica,no_clone
5522,multipla,no_clone
5525,multipla,no_clone
5526,multipla,review with at least one clone
5527,multipla,review with at least one clone
5543,multipla,no_clone
5545,multipla,no_clone
5548,multipla,uninteresting_clone
5549,unica,no_clone
5550,multipla,no_clone
5552,multipla,no_clone
5557,multipla,no_clone
5560,unica,no_clone
5587,unica,no_clone
5588,multipla,no_clone
5597,multipla,no_clone
5623,multipla,no_clone
5643,unica,no_clone
5644,unica,no_clone
5645,multipla,no_clone
5654,multipla,no_clone
5657,unica,no_clone
5664,unica,no_clone
5669,multipla,no_clone
5670,multipla,no_clone
5679,multipla,no_clone
5680,multipla,no_clone
5691,multipla,no_clone
5752,unica,review with at least one clone
5753,unica,no_clone
5755,multipla,no_clone
5762,multipla,no_clone
5766,unica,no_clone
5777,multipla,no_clone
5811,unica,no_clone
5812,unica,no_clone
5813,multipla,review with at least one clone
5826,multipla,no_clone
5840,multipla,review with at least one clone
5841,multipla,no_clone
5842,multipla,no_clone
5863,unica,no_clone
5864,multipla,no_clone
5865,multipla,no_clone
5866,multipla,no_clone
5869,multipla,no_clone
5871,multipla,no_clone
5872,unica,no_clone
5874,multipla,no_clone
5876,multipla,no_clone
5877,multipla,no_clone
5878,multipla,no_clone
5879,multipla,review with at least one clone
5880,multipla,no_clone
5881,multipla,no_clone
5882,multipla,no_clone
5895,multipla,no_clone
5898,multipla,no_clone
5899,multipla,no_clone
5907,multipla,no_clone
5919,unica,no_clone
5920,unica,no_clone
5922,unica,no_clone
5923,multipla,no_clone
5924,multipla,no_clone
5925,multipla,no_clone
5926,multipla,review with at least one clone
5927,unica,no_clone
5928,unica,no_clone
5929,unica,no_clone
5930,multipla,no_clone
5932,multipla,no_clone
5936,multipla,no_clone
5938,multipla,no_clone
5939,unica,review with at least one clone
5940,multipla,no_clone
5941,multipla,no_clone
5942,unica,no_clone
5943,unica,no_clone
5949,multipla,no_clone
5950,multipla,no_clone
5951,unica,no_clone
5952,unica,no_clone
5962,multipla,no_clone
5964,multipla,review with at least one clone
5976,multipla,no_clone
5987,unica,no_clone
6006,multipla,no_clone
6050,multipla,no_clone
6051,multipla,no_clone
6059,multipla,no_clone
6061,multipla,no_clone
6098,unica,no_clone
6099,unica,no_clone
6101,multipla,no_clone
6103,multipla,no_clone
6108,multipla,review with at least one clone
6111,multipla,uninteresting_clone
6116,unica,no_clone
6123,unica,no_clone
6124,multipla,no_clone
6144,multipla,no_clone
6145,multipla,review with at least one clone
6148,multipla,no_clone
6149,multipla,no_clone
6158,unica,no_clone
6159,unica,no_clone
6160,unica,no_clone
6176,multipla,no_clone
6178,multipla,no_clone
6179,multipla,no_clone
6180,unica,no_clone
6182,unica,no_clone
6184,unica,no_clone
6187,multipla,no_clone
6190,unica,no_clone
6206,multipla,no_clone
6209,multipla,no_clone
6210,multipla,no_clone
6211,multipla,no_clone
6212,unica,no_clone
6214,multipla,no_clone
6223,unica,no_clone
6224,multipla,no_clone
6225,multipla,no_clone
6249,multipla,no_clone
6252,unica,no_clone
6256,multipla,no_clone
6257,unica,no_clone
6259,unica,no_clone
6269,multipla,no_clone
6270,multipla,no_clone
6271,multipla,no_clone
6273,multipla,no_clone
6274,unica,no_clone
6275,unica,no_clone
6278,unica,no_clone
6281,unica,no_clone
6284,multipla,review with at least one clone
6288,multipla,no_clone
6291,multipla,no_clone
6292,unica,no_clone
6293,multipla,no_clone
6294,multipla,no_clone
6304,multipla,no_clone
6308,unica,no_clone
6319,multipla,no_clone
6328,multipla,review with at least one clone
6333,unica,no_clone
6340,unica,no_clone
6349,unica,no_clone
6350,unica,review with at least one clone
6351,unica,no_clone
6433,unica,no_clone
6434,unica,no_clone
6435,unica,no_clone
6436,multipla,no_clone
6437,multipla,no_clone
6438,multipla,no_clone
6439,multipla,review with at least one clone
6472,multipla,no_clone
6479,multipla,no_clone
6480,unica,review with at least one clone
6488,multipla,review with at least one clone
6490,multipla,no_clone
6492,multipla,no_clone
6493,multipla,no_clone
6508,multipla,no_clone
6509,unica,no_clone
6510,unica,review with at least one clone
6512,multipla,no_clone
6528,multipla,review with at least one clone
6546,unica,no_clone
6579,multipla,no_clone
6581,unica,no_clone
6590,multipla,no_clone
6594,unica,no_clone
6595,multipla,no_clone
6600,multipla,no_clone
6603,unica,no_clone
6605,unica,no_clone
6655,multipla,no_clone
6667,multipla,no_clone
6669,multipla,no_clone
6717,multipla,no_clone
6750,multipla,no_clone
6756,multipla,no_clone
6777,multipla,no_clone
6778,multipla,review with at least one clone
6779,multipla,no_clone
6780,multipla,no_clone
6781,multipla,no_clone
6782,multipla,no_clone
6783,multipla,no_clone
6784,multipla,no_clone
6801,multipla,no_clone
6822,multipla,no_clone
6835,multipla,no_clone
6907,multipla,no_clone
6908,multipla,no_clone
6909,multipla,no_clone
6914,multipla,no_clone
6918,multipla,uninteresting_clone
6919,multipla,review with at least one clone
6920,multipla,no_clone
6922,multipla,no_clone
6941,multipla,uninteresting_clone
6963,unica,no_clone
6972,multipla,no_clone
6977,multipla,no_clone
7013,multipla,no_clone
7108,multipla,no_clone
7122,multipla,no_clone
7127,multipla,no_clone
7139,unica,no_clone
7140,multipla,no_clone
7142,multipla,no_clone
7143,multipla,no_clone
7144,multipla,no_clone
7145,multipla,no_clone
7196,multipla,no_clone
7197,multipla,no_clone
7208,multipla,review with at least one clone
7229,multipla,no_clone
7252,multipla,no_clone
7277,multipla,no_clone
7279,multipla,no_clone
7297,multipla,review with at least one clone
7315,multipla,no_clone
7320,unica,no_clone
7321,multipla,no_clone
7389,multipla,no_clone
7401,multipla,no_clone
7403,unica,no_clone
7424,multipla,no_clone
7432,unica,no_clone
7434,multipla,no_clone
7454,multipla,no_clone
7468,unica,no_clone
7469,multipla,no_clone
7487,multipla,no_clone
7521,multipla,no_clone
7530,unica,no_clone
7533,unica,no_clone
7534,multipla,no_clone
7537,unica,no_clone
7539,multipla,no_clone
7545,multipla,no_clone
7563,multipla,review with at least one clone
7564,multipla,no_clone
7565,unica,review with at least one clone
7573,unica,no_clone
7577,unica,no_clone
7615,unica,no_clone
7621,unica,no_clone
7632,multipla,no_clone
7638,multipla,review with at least one clone
7639,multipla,no_clone
7649,unica,no_clone
7650,unica,no_clone
7652,multipla,no_clone
7681,multipla,no_clone
7690,multipla,no_clone
7691,multipla,no_clone
7728,unica,no_clone
7772,multipla,no_clone
7773,multipla,no_clone
7777,unica,no_clone
7780,unica,no_clone
7796,unica,no_clone
7812,unica,no_clone
7815,unica,no_clone
7817,unica,no_clone
7820,unica,no_clone
7821,unica,no_clone
7834,multipla,no_clone
7913,multipla,no_clone
7918,multipla,no_clone
7919,multipla,no_clone
7937,multipla,no_clone
7952,unica,no_clone
7953,unica,no_clone
7975,unica,no_clone
7988,multipla,no_clone
7990,unica,no_clone
7991,multipla,uninteresting_clone
7992,multipla,review with at least one clone
7993,multipla,no_clone
7994,unica,no_clone
8001,multipla,no_clone
8003,unica,no_clone
8056,unica,review with at least one clone
8074,unica,no_clone
8075,unica,no_clone
8082,unica,no_clone
8088,multipla,no_clone
8089,multipla,review with at least one clone
8094,multipla,no_clone
8096,unica,no_clone
8115,multipla,no_clone
8192,unica,no_clone
8194,multipla,review with at least one clone
8197,multipla,review with at least one clone
8267,unica,no_clone
8315,unica,no_clone
8321,multipla,review with at least one clone
8324,multipla,no_clone
8325,multipla,no_clone
8326,multipla,no_clone
8338,multipla,no_clone
8350,multipla,no_clone
8384,multipla,no_clone
8391,multipla,no_clone
8392,unica,no_clone
8396,multipla,no_clone
8403,multipla,no_clone
8405,multipla,no_clone
8411,unica,no_clone
8418,unica,no_clone
8421,multipla,no_clone
8423,multipla,no_clone
8434,unica,no_clone
8436,unica,no_clone
8437,multipla,no_clone
8438,unica,no_clone
8442,unica,no_clone
8468,unica,no_clone
8482,multipla,no_clone
8483,unica,no_clone
8487,multipla,review with at least one clone
8508,multipla,review with at least one clone
8513,multipla,no_clone
8514,unica,no_clone
8536,multipla,no_clone
8542,multipla,no_clone
8543,multipla,no_clone
8545,unica,no_clone
8546,unica,no_clone
8547,multipla,no_clone
8549,multipla,no_clone
8558,multipla,no_clone
8559,multipla,no_clone
8568,multipla,no_clone
8569,multipla,no_clone
8594,unica,no_clone
8597,unica,no_clone
8611,multipla,no_clone
8613,multipla,no_clone
8614,multipla,review with at least one clone
8637,multipla,no_clone
8682,unica,no_clone
8683,unica,no_clone
8690,multipla,review with at least one clone
8691,multipla,no_clone
8692,unica,no_clone
8693,unica,no_clone
8694,multipla,no_clone
8705,multipla,no_clone
8706,multipla,no_clone
8710,multipla,no_clone
8721,unica,no_clone
8722,unica,review with at least one clone
8725,multipla,no_clone
8726,multipla,no_clone
8727,multipla,no_clone
8728,multipla,no_clone
8742,multipla,no_clone
8743,multipla,no_clone
8748,unica,uninteresting_clone
8754,multipla,no_clone
8773,unica,review with at least one clone
8812,multipla,review with at least one clone
8813,multipla,no_clone
8814,multipla,no_clone
8841,multipla,review with at least one clone
8852,multipla,no_clone
8854,multipla,no_clone
8855,unica,no_clone
8857,unica,no_clone
8858,multipla,no_clone
8860,multipla,no_clone
8861,multipla,no_clone
8873,multipla,no_clone
8874,multipla,no_clone
8876,unica,no_clone
8885,multipla,no_clone
8888,multipla,no_clone
8923,multipla,no_clone
8925,multipla,no_clone
8926,multipla,no_clone
8934,multipla,no_clone
8935,multipla,no_clone
8940,multipla,no_clone
8950,multipla,no_clone
8951,multipla,no_clone
8988,multipla,review with at least one clone
8990,multipla,no_clone
9000,multipla,no_clone
9022,multipla,no_clone
9024,multipla,no_clone
9027,multipla,no_clone
9028,unica,no_clone
9041,unica,no_clone
9043,multipla,no_clone
9044,unica,no_clone
9071,multipla,no_clone
9073,unica,uninteresting_clone
9075,multipla,no_clone
9076,multipla,review with at least one clone
9107,unica,no_clone
9113,multipla,uninteresting_clone
9115,unica,no_clone
9116,unica,no_clone
9117,multipla,no_clone
9118,multipla,no_clone
9120,multipla,no_clone
9122,unica,no_clone
9125,unica,no_clone
9126,unica,no_clone
9127,unica,no_clone
9128,unica,no_clone
9129,unica,no_clone
